0
"[-6675.1, '[Well, Layer, Top, Gross, Porosity, Permeability, Water Saturation Irreducible, NetPay, Saturation, Bot]', ""[('Layer', 'Top'), ('Gross', 'NetPay'), ('Gross', 'Bot'), ('Permeability', 'Water Saturation Irreducible'), ('Saturation', 'Well'), ('Saturation', 'Gross'), ('Saturation', 'Water Saturation Irreducible'), ('Bot', 'Porosity')]""]"
"[-7122.25, '[Well, Layer, Top, Bot, Gross, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible]', ""[('Well', 'Permeability'), ('Layer', 'Saturation'), ('Layer', 'Permeability'), ('Top', 'Bot'), ('Gross', 'Bot'), ('Saturation', 'Water Saturation Irreducible'), ('NetPay', 'Water Saturation Irreducible'), ('Porosity', 'Bot'), ('Porosity', 'Gross'), ('Permeability', 'Bot'), ('Permeability', 'NetPay')]""]"
"[-7004.64, '[Well, Layer, Top, Gross, NetPay, Porosity, Permeability, Water Saturation Irreducible, Saturation, Bot]', ""[('Well', 'Bot'), ('Layer', 'Bot'), ('Top', 'Bot'), ('NetPay', 'Porosity'), ('Permeability', 'Gross'), ('Water Saturation Irreducible', 'Gross'), ('Saturation', 'Layer'), ('Saturation', 'Porosity'), ('Bot', 'NetPay'), ('Bot', 'Water Saturation Irreducible')]""]"
"[-7182.31, '[Layer, Top, Bot, Gross, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Well]', ""[('Layer', 'Bot'), ('Bot', 'Porosity'), ('Bot', 'Water Saturation Irreducible'), ('Gross', 'Top'), ('Gross', 'Bot'), ('Saturation', 'Water Saturation Irreducible'), ('NetPay', 'Bot'), ('Porosity', 'Water Saturation Irreducible'), ('Permeability', 'Water Saturation Irreducible'), ('Well', 'NetPay')]""]"
"[-7269.54, '[Well, Layer, Bot, Gross, Saturation, Porosity, Permeability, Water Saturation Irreducible, Top, NetPay]', ""[('Well', 'Porosity'), ('Layer', 'Gross'), ('Layer', 'Permeability'), ('Layer', 'Water Saturation Irreducible'), ('Gross', 'Bot'), ('Gross', 'Porosity'), ('Saturation', 'Gross'), ('Porosity', 'Top'), ('Water Saturation Irreducible', 'Gross'), ('Top', 'Permeability'), ('Top', 'NetPay'), ('NetPay', 'Bot')]""]"
"[-7414.47, '[Well, Layer, Top, Gross, Saturation, NetPay, Porosity, Permeability, Bot, Water Saturation Irreducible]', ""[('Well', 'Saturation'), ('Gross', 'Porosity'), ('Gross', 'Bot'), ('Gross', 'Water Saturation Irreducible'), ('Saturation', 'Layer'), ('Saturation', 'Permeability'), ('NetPay', 'Top'), ('Bot', 'Water Saturation Irreducible'), ('Water Saturation Irreducible', 'Top')]""]"
"[-7239.27, '[Well, Top, Bot, Gross, NetPay, Porosity, Permeability, Water Saturation Irreducible, Layer, Saturation]', ""[('Well', 'Top'), ('Top', 'Water Saturation Irreducible'), ('Bot', 'Porosity'), ('Gross', 'Top'), ('Gross', 'Water Saturation Irreducible'), ('Porosity', 'Top'), ('Porosity', 'Gross'), ('Porosity', 'NetPay'), ('Permeability', 'Gross'), ('Water Saturation Irreducible', 'NetPay'), ('Layer', 'Permeability'), ('Saturation', 'Gross'), ('Saturation', 'Water Saturation Irreducible'), ('Saturation', 'Layer')]""]"
"[-7222.77, '[Well, Layer, Top, Bot, Gross, Saturation, NetPay, Porosity, Water Saturation Irreducible, Permeability]', ""[('Well', 'NetPay'), ('Layer', 'Saturation'), ('Top', 'NetPay'), ('Top', 'Porosity'), ('Bot', 'Porosity'), ('Gross', 'Top'), ('Gross', 'Porosity'), ('Gross', 'Permeability'), ('NetPay', 'Bot'), ('Porosity', 'Water Saturation Irreducible'), ('Permeability', 'Water Saturation Irreducible')]""]"
"[-7287.14, '[Well, Layer, Top, Bot, Gross, Saturation, NetPay, Permeability, Water Saturation Irreducible, Porosity]', ""[('Well', 'Permeability'), ('Layer', 'Permeability'), ('Layer', 'Water Saturation Irreducible'), ('Bot', 'NetPay'), ('Bot', 'Porosity'), ('Saturation', 'Gross'), ('Saturation', 'NetPay'), ('Saturation', 'Porosity'), ('NetPay', 'Permeability'), ('Permeability', 'Gross'), ('Water Saturation Irreducible', 'Top'), ('Water Saturation Irreducible', 'Gross'), ('Water Saturation Irreducible', 'NetPay'), ('Porosity', 'Permeability')]""]"
"[-7219.45, '[Well, Top, Bot, Gross, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Layer]', ""[('Top', 'NetPay'), ('Bot', 'Gross'), ('Bot', 'Porosity'), ('Gross', 'Top'), ('Gross', 'NetPay'), ('Gross', 'Porosity'), ('Saturation', 'Well'), ('Saturation', 'Gross'), ('Saturation', 'Water Saturation Irreducible'), ('Saturation', 'Layer'), ('Porosity', 'NetPay'), ('Water Saturation Irreducible', 'NetPay'), ('Layer', 'NetPay'), ('Layer', 'Permeability'), ('Layer', 'Water Saturation Irreducible')]""]"
