0
"[-7112.78, '[Well, Layer, Top, Bot, Gross, NetPay, Porosity, Permeability, Water Saturation Irreducible, Saturation]', ""[('Layer', 'Well'), ('Layer', 'Gross'), ('Top', 'Permeability'), ('Bot', 'Water Saturation Irreducible'), ('Gross', 'Bot'), ('Gross', 'Porosity'), ('NetPay', 'Well'), ('NetPay', 'Bot'), ('NetPay', 'Permeability'), ('Porosity', 'Top'), ('Porosity', 'Permeability'), ('Permeability', 'Water Saturation Irreducible'), ('Water Saturation Irreducible', 'Well'), ('Saturation', 'Water Saturation Irreducible')]""]"
"[-7185.25, '[Well, Layer, Top, Bot, Gross, Saturation, NetPay, Permeability, Water Saturation Irreducible, Porosity]', ""[('Well', 'Porosity'), ('Layer', 'Permeability'), ('Layer', 'Porosity'), ('Top', 'Water Saturation Irreducible'), ('Bot', 'Porosity'), ('Gross', 'Bot'), ('Saturation', 'NetPay'), ('Saturation', 'Porosity'), ('NetPay', 'Top'), ('Porosity', 'Top')]""]"
"[-6999.15, '[Well, Layer, Top, Bot, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Gross]', ""[('Well', 'Top'), ('Layer', 'NetPay'), ('Layer', 'Permeability'), ('Top', 'NetPay'), ('Bot', 'Porosity'), ('Saturation', 'Well'), ('Saturation', 'Layer'), ('Porosity', 'NetPay'), ('Porosity', 'Permeability'), ('Water Saturation Irreducible', 'Top'), ('Water Saturation Irreducible', 'NetPay'), ('Gross', 'NetPay')]""]"
"[-6422.09, '[Well, Layer, Top, Bot, Gross, Saturation, NetPay, Water Saturation Irreducible, Porosity, Permeability]', ""[('Layer', 'Bot'), ('Layer', 'Permeability'), ('Top', 'Bot'), ('Bot', 'Gross'), ('Bot', 'Porosity'), ('Gross', 'NetPay'), ('Saturation', 'Well'), ('Saturation', 'Bot'), ('Water Saturation Irreducible', 'NetPay')]""]"
"[-7098.69, '[Well, Layer, Bot, Gross, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Top]', ""[('Well', 'Saturation'), ('Well', 'Porosity'), ('Layer', 'Gross'), ('Layer', 'Saturation'), ('Layer', 'Porosity'), ('Layer', 'Permeability'), ('Layer', 'Water Saturation Irreducible'), ('Saturation', 'Bot'), ('Saturation', 'Gross'), ('NetPay', 'Top'), ('Porosity', 'Bot'), ('Water Saturation Irreducible', 'Bot'), ('Water Saturation Irreducible', 'Gross'), ('Water Saturation Irreducible', 'NetPay'), ('Top', 'Bot')]""]"
"[-6685.84, '[Well, Layer, Top, Gross, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Bot]', ""[('Layer', 'Well'), ('Gross', 'NetPay'), ('Saturation', 'Well'), ('Saturation', 'Porosity'), ('Saturation', 'Water Saturation Irreducible'), ('NetPay', 'Top'), ('Porosity', 'Permeability'), ('Water Saturation Irreducible', 'Well'), ('Bot', 'NetPay'), ('Bot', 'Porosity')]""]"
"[-6776.9, '[Well, Layer, Top, Bot, Gross, NetPay, Porosity, Permeability, Water Saturation Irreducible, Saturation]', ""[('Well', 'Porosity'), ('Layer', 'Permeability'), ('Top', 'NetPay'), ('Bot', 'Porosity'), ('Gross', 'Top'), ('Gross', 'NetPay'), ('NetPay', 'Bot'), ('Permeability', 'Gross'), ('Permeability', 'Water Saturation Irreducible'), ('Saturation', 'Well'), ('Saturation', 'Gross')]""]"
"[-7008.55, '[Well, Layer, Top, Bot, Gross, Saturation, NetPay, Porosity, Water Saturation Irreducible, Permeability]', ""[('Well', 'Porosity'), ('Layer', 'Water Saturation Irreducible'), ('Top', 'Bot'), ('Top', 'Gross'), ('Gross', 'Permeability'), ('Saturation', 'Gross'), ('Saturation', 'Water Saturation Irreducible'), ('Saturation', 'Permeability'), ('NetPay', 'Top'), ('NetPay', 'Bot'), ('Porosity', 'Bot'), ('Water Saturation Irreducible', 'Top'), ('Water Saturation Irreducible', 'Porosity')]""]"
"[-6461.26, '[Well, Layer, Top, Bot, Gross, NetPay, Porosity, Permeability, Water Saturation Irreducible, Saturation]', ""[('Well', 'NetPay'), ('Layer', 'Permeability'), ('Top', 'Bot'), ('Bot', 'Porosity'), ('Gross', 'NetPay'), ('Porosity', 'Permeability'), ('Saturation', 'Well'), ('Saturation', 'Bot'), ('Saturation', 'Water Saturation Irreducible')]""]"
"[-7021.61, '[Layer, Top, Bot, Gross, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Well]', ""[('Layer', 'Bot'), ('Top', 'Bot'), ('Top', 'Gross'), ('Top', 'Water Saturation Irreducible'), ('Gross', 'Permeability'), ('Gross', 'Water Saturation Irreducible'), ('Saturation', 'Layer'), ('Saturation', 'Gross'), ('NetPay', 'Top'), ('NetPay', 'Porosity'), ('NetPay', 'Water Saturation Irreducible'), ('Water Saturation Irreducible', 'Bot'), ('Well', 'NetPay')]""]"
