0
"[-7422.72, '[Well, Top, Bot, Gross, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Layer]', ""[('Well', 'Saturation'), ('Top', 'Permeability'), ('Bot', 'Gross'), ('Bot', 'Water Saturation Irreducible'), ('Gross', 'Top'), ('Saturation', 'Permeability'), ('Saturation', 'Water Saturation Irreducible'), ('NetPay', 'Top'), ('NetPay', 'Bot'), ('NetPay', 'Water Saturation Irreducible'), ('Porosity', 'NetPay'), ('Water Saturation Irreducible', 'Gross'), ('Layer', 'Permeability')]""]"
"[-7162.13, '[Well, Layer, Top, Bot, Gross, NetPay, Porosity, Saturation, Permeability, Water Saturation Irreducible]', ""[('Well', 'NetPay'), ('Top', 'NetPay'), ('Bot', 'Porosity'), ('Gross', 'NetPay'), ('Gross', 'Water Saturation Irreducible'), ('Porosity', 'Permeability'), ('Saturation', 'Well'), ('Saturation', 'Layer'), ('Saturation', 'Gross'), ('Permeability', 'Gross'), ('Water Saturation Irreducible', 'Top'), ('Water Saturation Irreducible', 'NetPay')]""]"
"[-7177.72, '[Well, Layer, Top, Bot, Gross, Saturation, Porosity, Permeability, Water Saturation Irreducible, NetPay]', ""[('Well', 'Top'), ('Bot', 'Gross'), ('Bot', 'NetPay'), ('Saturation', 'Well'), ('Saturation', 'Layer'), ('Saturation', 'Water Saturation Irreducible'), ('Porosity', 'Top'), ('Porosity', 'Bot'), ('Porosity', 'Permeability'), ('Water Saturation Irreducible', 'NetPay'), ('NetPay', 'Top')]""]"
"[-7158.54, '[Well, Top, Bot, Gross, NetPay, Porosity, Permeability, Water Saturation Irreducible, Layer, Saturation]', ""[('Well', 'Gross'), ('Top', 'NetPay'), ('Bot', 'Permeability'), ('Gross', 'Top'), ('Gross', 'Porosity'), ('Permeability', 'Water Saturation Irreducible'), ('Layer', 'Permeability'), ('Saturation', 'Gross')]""]"
"[-7353.4, '[Layer, Top, Bot, Gross, NetPay, Porosity, Permeability, Water Saturation Irreducible, Saturation, Well]', ""[('Bot', 'Gross'), ('Bot', 'Porosity'), ('Bot', 'Water Saturation Irreducible'), ('Gross', 'Top'), ('Gross', 'Water Saturation Irreducible'), ('NetPay', 'Permeability'), ('NetPay', 'Water Saturation Irreducible'), ('Porosity', 'NetPay'), ('Permeability', 'Gross'), ('Water Saturation Irreducible', 'Top'), ('Saturation', 'Layer'), ('Saturation', 'Permeability'), ('Well', 'Top'), ('Well', 'Saturation')]""]"
"[-7300.76, '[Well, Layer, Top, Bot, Gross, Saturation, NetPay, Porosity, Water Saturation Irreducible, Permeability]', ""[('Well', 'Porosity'), ('Top', 'NetPay'), ('Bot', 'Water Saturation Irreducible'), ('Gross', 'Permeability'), ('Saturation', 'Layer'), ('Saturation', 'Gross'), ('NetPay', 'Porosity'), ('NetPay', 'Permeability'), ('Porosity', 'Gross'), ('Water Saturation Irreducible', 'Gross'), ('Water Saturation Irreducible', 'NetPay')]""]"
"[-6876.8, '[Well, Layer, Top, Gross, Saturation, NetPay, Permeability, Water Saturation Irreducible, Porosity, Bot]', ""[('Well', 'Saturation'), ('Gross', 'NetPay'), ('Gross', 'Porosity'), ('Saturation', 'Layer'), ('NetPay', 'Top'), ('Permeability', 'Water Saturation Irreducible'), ('Porosity', 'Water Saturation Irreducible'), ('Bot', 'Porosity')]""]"
"[-7264.06, '[Well, Layer, Top, Bot, Gross, Saturation, NetPay, Permeability, Water Saturation Irreducible, Porosity]', ""[('Well', 'Porosity'), ('Layer', 'Gross'), ('Layer', 'Saturation'), ('Layer', 'Permeability'), ('Layer', 'Water Saturation Irreducible'), ('Top', 'Permeability'), ('Top', 'Porosity'), ('Bot', 'Gross'), ('Bot', 'NetPay'), ('Bot', 'Porosity'), ('Gross', 'Water Saturation Irreducible'), ('Saturation', 'Gross'), ('NetPay', 'Top'), ('Water Saturation Irreducible', 'Top')]""]"
"[-7273.53, '[Well, Layer, Top, Bot, Gross, Saturation, NetPay, Permeability, Water Saturation Irreducible, Porosity]', ""[('Layer', 'Gross'), ('Top', 'NetPay'), ('Bot', 'Water Saturation Irreducible'), ('Bot', 'Porosity'), ('Saturation', 'Well'), ('Saturation', 'Gross'), ('Saturation', 'Permeability'), ('Saturation', 'Water Saturation Irreducible'), ('Permeability', 'Top'), ('Water Saturation Irreducible', 'Gross')]""]"
"[-7182.16, '[Layer, Top, Bot, Gross, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Well]', ""[('Layer', 'Gross'), ('Bot', 'NetPay'), ('Gross', 'Water Saturation Irreducible'), ('Saturation', 'Layer'), ('Saturation', 'Gross'), ('NetPay', 'Top'), ('Porosity', 'Bot'), ('Permeability', 'Water Saturation Irreducible'), ('Water Saturation Irreducible', 'Porosity'), ('Well', 'Porosity')]""]"
