0
"[-6683.91, '[Well, Layer, Top, Bot, Saturation, Porosity, Permeability, Water Saturation Irreducible, Gross, NetPay]', ""[('Top', 'Bot'), ('Bot', 'Porosity'), ('Bot', 'NetPay'), ('Saturation', 'Well'), ('Saturation', 'Layer'), ('Saturation', 'Water Saturation Irreducible'), ('Permeability', 'Gross'), ('Gross', 'Water Saturation Irreducible'), ('NetPay', 'Permeability')]""]"
"[-7332.82, '[Well, Layer, Top, Bot, Gross, Saturation, Porosity, Permeability, Water Saturation Irreducible, NetPay]', ""[('Well', 'Gross'), ('Well', 'Saturation'), ('Well', 'NetPay'), ('Layer', 'Permeability'), ('Bot', 'Porosity'), ('Bot', 'NetPay'), ('Gross', 'Top'), ('Saturation', 'Gross'), ('Saturation', 'Water Saturation Irreducible'), ('Porosity', 'Top')]""]"
"[-7073.73, '[Well, Top, Bot, Gross, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Layer]', ""[('Well', 'NetPay'), ('Well', 'Porosity'), ('Bot', 'Porosity'), ('Gross', 'NetPay'), ('Saturation', 'Well'), ('Saturation', 'Permeability'), ('NetPay', 'Top'), ('Porosity', 'Top'), ('Porosity', 'NetPay'), ('Permeability', 'Water Saturation Irreducible'), ('Water Saturation Irreducible', 'Bot'), ('Water Saturation Irreducible', 'NetPay'), ('Layer', 'NetPay')]""]"
"[-7288.34, '[Well, Top, Bot, Gross, Saturation, NetPay, Permeability, Water Saturation Irreducible, Porosity, Layer]', ""[('Well', 'Porosity'), ('Bot', 'Porosity'), ('Gross', 'Bot'), ('Gross', 'Porosity'), ('Saturation', 'Water Saturation Irreducible'), ('NetPay', 'Top'), ('Permeability', 'Porosity'), ('Water Saturation Irreducible', 'Gross'), ('Porosity', 'NetPay'), ('Layer', 'Gross'), ('Layer', 'Saturation')]""]"
"[-7212.11, '[Well, Layer, Top, Bot, Gross, Saturation, Porosity, Permeability, Water Saturation Irreducible, NetPay]', ""[('Well', 'Porosity'), ('Layer', 'Gross'), ('Layer', 'Permeability'), ('Bot', 'Porosity'), ('Saturation', 'Well'), ('Saturation', 'Layer'), ('Porosity', 'Gross'), ('Permeability', 'NetPay'), ('NetPay', 'Top'), ('NetPay', 'Water Saturation Irreducible')]""]"
"[-6611.15, '[Well, Layer, Top, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Gross, Bot]', ""[('Layer', 'Permeability'), ('Top', 'Bot'), ('Saturation', 'Well'), ('Saturation', 'Layer'), ('Saturation', 'Water Saturation Irreducible'), ('NetPay', 'Bot'), ('Porosity', 'Permeability'), ('Porosity', 'Gross'), ('Water Saturation Irreducible', 'NetPay'), ('Water Saturation Irreducible', 'Bot'), ('Gross', 'NetPay')]""]"
"[-7272.79, '[Layer, Top, Bot, Gross, Saturation, NetPay, Porosity, Water Saturation Irreducible, Well, Permeability]', ""[('Bot', 'NetPay'), ('Bot', 'Porosity'), ('Gross', 'Top'), ('Saturation', 'Layer'), ('Saturation', 'Well'), ('NetPay', 'Permeability'), ('Water Saturation Irreducible', 'Top')]""]"
"[-7336.93, '[Layer, Top, Gross, Saturation, NetPay, Permeability, Water Saturation Irreducible, Bot, Well, Porosity]', ""[('Layer', 'NetPay'), ('Top', 'Porosity'), ('Gross', 'Top'), ('Gross', 'Water Saturation Irreducible'), ('NetPay', 'Water Saturation Irreducible'), ('Bot', 'Permeability'), ('Well', 'Saturation'), ('Porosity', 'Permeability')]""]"
"[-6703.74, '[Well, Layer, Top, Bot, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Gross]', ""[('Well', 'Porosity'), ('Layer', 'NetPay'), ('Layer', 'Permeability'), ('Bot', 'Porosity'), ('Saturation', 'Well'), ('Saturation', 'Gross'), ('Porosity', 'Permeability'), ('Permeability', 'Top'), ('Permeability', 'Water Saturation Irreducible'), ('Water Saturation Irreducible', 'Top'), ('Gross', 'NetPay'), ('Gross', 'Porosity')]""]"
"[-6766.2, '[Layer, Top, Gross, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Bot, Well]', ""[('Layer', 'Permeability'), ('Top', 'Permeability'), ('Top', 'Bot'), ('Gross', 'Water Saturation Irreducible'), ('Gross', 'Bot'), ('Saturation', 'Gross'), ('Saturation', 'Permeability'), ('NetPay', 'Water Saturation Irreducible'), ('Permeability', 'Gross'), ('Water Saturation Irreducible', 'Porosity'), ('Bot', 'NetPay'), ('Bot', 'Porosity'), ('Well', 'Porosity')]""]"
