0
"[-9423.67, '[Well, Layer, Bot, Gross, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Top]', ""[('Layer', 'Water Saturation Irreducible'), ('Bot', 'Gross'), ('Gross', 'Porosity'), ('Gross', 'Permeability'), ('Saturation', 'Well'), ('Saturation', 'NetPay'), ('Saturation', 'Top'), ('NetPay', 'Bot'), ('NetPay', 'Porosity'), ('NetPay', 'Water Saturation Irreducible'), ('Water Saturation Irreducible', 'Gross'), ('Top', 'NetPay')]""]"
"[-9084.81, '[Well, Layer, Top, Bot, Gross, Saturation, NetPay, Porosity, Water Saturation Irreducible, Permeability]', ""[('Bot', 'Gross'), ('Bot', 'Porosity'), ('Gross', 'Permeability'), ('Saturation', 'Well'), ('Saturation', 'Layer'), ('Saturation', 'Porosity'), ('NetPay', 'Top'), ('Water Saturation Irreducible', 'Gross'), ('Permeability', 'Top'), ('Permeability', 'NetPay')]""]"
"[-163781.55, '[Well, Layer, Top, Bot, Gross, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible]', ""[('Well', 'Permeability'), ('Layer', 'Permeability'), ('Top', 'Water Saturation Irreducible'), ('Bot', 'Gross'), ('Gross', 'NetPay'), ('Saturation', 'Layer'), ('NetPay', 'Permeability'), ('Porosity', 'Permeability'), ('Water Saturation Irreducible', 'Gross')]""]"
"[-139238.32, '[Well, Layer, Top, Bot, Gross, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible]', ""[('Well', 'Gross'), ('Well', 'Saturation'), ('Layer', 'Porosity'), ('Layer', 'Water Saturation Irreducible'), ('Bot', 'Gross'), ('Bot', 'NetPay'), ('Gross', 'Permeability'), ('Saturation', 'Porosity'), ('NetPay', 'Top'), ('NetPay', 'Porosity'), ('NetPay', 'Permeability'), ('Porosity', 'Gross'), ('Water Saturation Irreducible', 'Gross')]""]"
"[-263800.92, '[Well, Layer, Top, Bot, Gross, Saturation, NetPay, Permeability, Water Saturation Irreducible, Porosity]', ""[('Well', 'Gross'), ('Layer', 'Porosity'), ('Top', 'Porosity'), ('Bot', 'Porosity'), ('Gross', 'Porosity'), ('Saturation', 'NetPay'), ('NetPay', 'Top'), ('NetPay', 'Bot'), ('Permeability', 'Gross'), ('Permeability', 'NetPay'), ('Permeability', 'Porosity'), ('Water Saturation Irreducible', 'Gross'), ('Water Saturation Irreducible', 'NetPay'), ('Water Saturation Irreducible', 'Porosity')]""]"
"[-9261.45, '[Layer, Top, Bot, Gross, Saturation, NetPay, Porosity, Permeability, Well, Water Saturation Irreducible]', ""[('Bot', 'Gross'), ('Gross', 'Top'), ('Gross', 'Porosity'), ('Gross', 'Water Saturation Irreducible'), ('Saturation', 'Layer'), ('Saturation', 'Well'), ('NetPay', 'Permeability'), ('NetPay', 'Water Saturation Irreducible'), ('Porosity', 'Top'), ('Permeability', 'Gross')]""]"
"[-9820.12, '[Well, Layer, Top, Bot, Gross, Saturation, NetPay, Porosity, Water Saturation Irreducible, Permeability]', ""[('Layer', 'Saturation'), ('Layer', 'Porosity'), ('Layer', 'Water Saturation Irreducible'), ('Top', 'Bot'), ('Bot', 'Gross'), ('Bot', 'NetPay'), ('Saturation', 'Well'), ('Saturation', 'Permeability'), ('Porosity', 'Bot'), ('Water Saturation Irreducible', 'Gross'), ('Permeability', 'Bot'), ('Permeability', 'NetPay')]""]"
"[-76599.16, '[Layer, Top, Bot, Gross, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Well]', ""[('Layer', 'Porosity'), ('Bot', 'Gross'), ('Gross', 'Porosity'), ('Gross', 'Well'), ('Saturation', 'NetPay'), ('Saturation', 'Water Saturation Irreducible'), ('Saturation', 'Well'), ('NetPay', 'Well'), ('Porosity', 'Top'), ('Permeability', 'NetPay'), ('Permeability', 'Well'), ('Water Saturation Irreducible', 'Gross'), ('Well', 'Top')]""]"
"[-34117.87, '[Layer, Top, Bot, Gross, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Well]', ""[('Layer', 'Porosity'), ('Top', 'Permeability'), ('Bot', 'Gross'), ('Gross', 'Top'), ('Saturation', 'Water Saturation Irreducible'), ('NetPay', 'Permeability'), ('NetPay', 'Water Saturation Irreducible'), ('Porosity', 'Gross'), ('Well', 'Permeability')]""]"
"[-9347.07, '[Well, Layer, Top, Gross, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Bot]', ""[('Well', 'Saturation'), ('Layer', 'Water Saturation Irreducible'), ('Top', 'NetPay'), ('Saturation', 'Layer'), ('Saturation', 'Porosity'), ('NetPay', 'Porosity'), ('NetPay', 'Water Saturation Irreducible'), ('NetPay', 'Bot'), ('Permeability', 'Gross'), ('Permeability', 'NetPay'), ('Bot', 'Gross')]""]"
