0
"[-9657.81, '[Layer, Top, Bot, Gross, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Well]', ""[('Layer', 'Porosity'), ('Layer', 'Water Saturation Irreducible'), ('Top', 'NetPay'), ('Top', 'Porosity'), ('Bot', 'Gross'), ('Gross', 'Permeability'), ('Saturation', 'Gross'), ('Saturation', 'Permeability'), ('Saturation', 'Well'), ('Porosity', 'Bot'), ('Permeability', 'NetPay'), ('Water Saturation Irreducible', 'Gross')]""]"
"[-8796.79, '[Well, Layer, Top, Gross, Saturation, NetPay, Permeability, Water Saturation Irreducible, Porosity, Bot]', ""[('Layer', 'Water Saturation Irreducible'), ('Gross', 'NetPay'), ('Saturation', 'Well'), ('Saturation', 'Permeability'), ('NetPay', 'Water Saturation Irreducible'), ('Permeability', 'Gross'), ('Porosity', 'Top'), ('Porosity', 'NetPay'), ('Porosity', 'Bot'), ('Bot', 'Gross')]""]"
"[-18539.68, '[Layer, Top, Bot, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Gross, Well]', ""[('Layer', 'Water Saturation Irreducible'), ('Top', 'Permeability'), ('Bot', 'NetPay'), ('Bot', 'Gross'), ('Saturation', 'Permeability'), ('Saturation', 'Water Saturation Irreducible'), ('NetPay', 'Top'), ('NetPay', 'Porosity'), ('Well', 'Permeability')]""]"
"[-18181.48, '[Well, Layer, Top, Bot, Gross, Saturation, NetPay, Water Saturation Irreducible, Permeability, Porosity]', ""[('Well', 'Saturation'), ('Layer', 'Gross'), ('Layer', 'Water Saturation Irreducible'), ('Top', 'NetPay'), ('Bot', 'Gross'), ('Bot', 'Porosity'), ('Gross', 'Top'), ('Gross', 'Porosity'), ('Saturation', 'Layer'), ('Saturation', 'Porosity'), ('NetPay', 'Water Saturation Irreducible'), ('Permeability', 'Water Saturation Irreducible'), ('Porosity', 'Top'), ('Porosity', 'Water Saturation Irreducible')]""]"
"[-13376.1, '[Layer, Top, Gross, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Well, Bot]', ""[('Layer', 'Porosity'), ('Gross', 'Top'), ('NetPay', 'Permeability'), ('Porosity', 'Bot'), ('Water Saturation Irreducible', 'Gross'), ('Well', 'Gross'), ('Well', 'Saturation')]""]"
"[-14136.26, '[Well, Layer, Bot, Gross, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Top]', ""[('Well', 'Saturation'), ('Well', 'Top'), ('Layer', 'Porosity'), ('Layer', 'Water Saturation Irreducible'), ('Layer', 'Top'), ('Bot', 'Gross'), ('Gross', 'NetPay'), ('NetPay', 'Permeability'), ('Water Saturation Irreducible', 'Gross'), ('Top', 'NetPay')]""]"
"[-138332.59, '[Well, Layer, Bot, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Top, Gross]', ""[('Well', 'NetPay'), ('Layer', 'Water Saturation Irreducible'), ('Bot', 'Permeability'), ('Saturation', 'Permeability'), ('Saturation', 'Water Saturation Irreducible'), ('NetPay', 'Porosity'), ('Permeability', 'Gross'), ('Water Saturation Irreducible', 'NetPay'), ('Top', 'NetPay'), ('Top', 'Gross'), ('Gross', 'NetPay')]""]"
"[-34110.12, '[Well, Layer, Top, Bot, Gross, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible]', ""[('Well', 'Top'), ('Layer', 'Porosity'), ('Bot', 'Gross'), ('Gross', 'Porosity'), ('Saturation', 'Water Saturation Irreducible'), ('NetPay', 'Top'), ('Porosity', 'Top'), ('Porosity', 'NetPay'), ('Permeability', 'Gross')]""]"
"[-141983.79, '[Well, Layer, Top, Bot, Gross, Saturation, NetPay, Porosity, Water Saturation Irreducible, Permeability]', ""[('Well', 'Bot'), ('Layer', 'Porosity'), ('Top', 'Bot'), ('Top', 'Gross'), ('Top', 'Porosity'), ('Gross', 'Permeability'), ('Saturation', 'NetPay'), ('Saturation', 'Porosity'), ('NetPay', 'Bot'), ('Porosity', 'Bot'), ('Porosity', 'NetPay'), ('Water Saturation Irreducible', 'Gross'), ('Permeability', 'NetPay'), ('Permeability', 'Porosity')]""]"
"[-54275.65, '[Well, Layer, Top, Bot, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Gross]', ""[('Well', 'Saturation'), ('Layer', 'Porosity'), ('Top', 'Porosity'), ('Bot', 'Porosity'), ('Bot', 'Gross'), ('NetPay', 'Top'), ('NetPay', 'Permeability'), ('NetPay', 'Water Saturation Irreducible'), ('Permeability', 'Porosity'), ('Gross', 'Porosity'), ('Gross', 'Water Saturation Irreducible')]""]"
