0
"[-10022.91, '[Well, Layer, Top, Bot, Gross, Saturation, Porosity, Permeability, Water Saturation Irreducible, NetPay]', ""[('Well', 'NetPay'), ('Layer', 'Well'), ('Bot', 'Gross'), ('Saturation', 'Top'), ('Porosity', 'Bot'), ('Permeability', 'Bot'), ('Water Saturation Irreducible', 'Gross')]""]"
"[-13764.28, '[Well, Layer, Top, Bot, Gross, Saturation, NetPay, Permeability, Water Saturation Irreducible, Porosity]', ""[('Well', 'Permeability'), ('Layer', 'Water Saturation Irreducible'), ('Bot', 'Gross'), ('Gross', 'Permeability'), ('Saturation', 'Well'), ('Saturation', 'NetPay'), ('NetPay', 'Top'), ('NetPay', 'Bot'), ('Permeability', 'Top'), ('Water Saturation Irreducible', 'Gross'), ('Porosity', 'NetPay')]""]"
"[-33942.6, '[Well, Layer, Top, Bot, Gross, Saturation, NetPay, Permeability, Water Saturation Irreducible, Porosity]', ""[('Well', 'Top'), ('Layer', 'Porosity'), ('Bot', 'Gross'), ('Bot', 'Permeability'), ('Saturation', 'Water Saturation Irreducible'), ('NetPay', 'Bot'), ('Water Saturation Irreducible', 'Top'), ('Water Saturation Irreducible', 'Gross'), ('Porosity', 'Top'), ('Porosity', 'NetPay')]""]"
"[-12803.59, '[Well, Layer, Bot, Gross, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Top]', ""[('Well', 'Water Saturation Irreducible'), ('Bot', 'NetPay'), ('Saturation', 'Well'), ('Saturation', 'Layer'), ('NetPay', 'Porosity'), ('Permeability', 'Water Saturation Irreducible'), ('Water Saturation Irreducible', 'Bot'), ('Water Saturation Irreducible', 'Gross'), ('Top', 'Bot')]""]"
"[-9248.7, '[Well, Layer, Top, Bot, Gross, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible]', ""[('Layer', 'Porosity'), ('Layer', 'Water Saturation Irreducible'), ('Bot', 'Gross'), ('Bot', 'Porosity'), ('Gross', 'NetPay'), ('Gross', 'Permeability'), ('Saturation', 'Layer'), ('NetPay', 'Permeability'), ('Water Saturation Irreducible', 'Well'), ('Water Saturation Irreducible', 'Top'), ('Water Saturation Irreducible', 'Gross')]""]"
"[-39693.7, '[Well, Top, Bot, Gross, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Layer]', ""[('Well', 'Top'), ('Well', 'Gross'), ('Bot', 'Gross'), ('Saturation', 'Permeability'), ('Saturation', 'Layer'), ('NetPay', 'Porosity'), ('Water Saturation Irreducible', 'Gross'), ('Layer', 'Top'), ('Layer', 'Porosity')]""]"
"[-148124.32, '[Well, Layer, Top, Bot, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Gross]', ""[('Well', 'Top'), ('Well', 'Permeability'), ('Layer', 'Saturation'), ('Bot', 'Gross'), ('Saturation', 'NetPay'), ('Saturation', 'Porosity'), ('NetPay', 'Well'), ('NetPay', 'Top'), ('Porosity', 'NetPay'), ('Permeability', 'Top'), ('Water Saturation Irreducible', 'Well'), ('Gross', 'Top'), ('Gross', 'Permeability')]""]"
"[-33718.7, '[Well, Layer, Top, Bot, Gross, NetPay, Porosity, Permeability, Water Saturation Irreducible, Saturation]', ""[('Well', 'Water Saturation Irreducible'), ('Layer', 'NetPay'), ('Layer', 'Saturation'), ('Bot', 'Gross'), ('Gross', 'NetPay'), ('NetPay', 'Top'), ('Porosity', 'Water Saturation Irreducible'), ('Permeability', 'Water Saturation Irreducible'), ('Water Saturation Irreducible', 'Gross'), ('Saturation', 'Porosity')]""]"
"[-174846.0, '[Well, Layer, Top, Bot, Gross, NetPay, Porosity, Water Saturation Irreducible, Saturation, Permeability]', ""[('Well', 'Bot'), ('Well', 'Porosity'), ('Layer', 'Gross'), ('Layer', 'Porosity'), ('Top', 'Bot'), ('Bot', 'Gross'), ('Gross', 'Porosity'), ('Gross', 'Water Saturation Irreducible'), ('NetPay', 'Water Saturation Irreducible'), ('Porosity', 'NetPay'), ('Saturation', 'Well'), ('Saturation', 'Bot'), ('Saturation', 'Water Saturation Irreducible'), ('Saturation', 'Permeability'), ('Permeability', 'Porosity')]""]"
"[-25889.99, '[Well, Layer, Bot, Gross, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Top]', ""[('Layer', 'Bot'), ('Layer', 'Porosity'), ('Bot', 'Gross'), ('Saturation', 'Well'), ('Saturation', 'Layer'), ('NetPay', 'Bot'), ('Porosity', 'Bot'), ('Permeability', 'NetPay'), ('Permeability', 'Porosity'), ('Water Saturation Irreducible', 'Gross'), ('Water Saturation Irreducible', 'Porosity'), ('Top', 'Bot'), ('Top', 'Porosity')]""]"
