0
"[-20327.62, '[Layer, Top, Bot, Gross, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Well]', ""[('Layer', 'Porosity'), ('Top', 'NetPay'), ('Bot', 'NetPay'), ('Gross', 'Top'), ('Gross', 'NetPay'), ('Gross', 'Porosity'), ('Saturation', 'Water Saturation Irreducible'), ('Porosity', 'Bot'), ('Porosity', 'NetPay'), ('Permeability', 'Gross'), ('Water Saturation Irreducible', 'Gross'), ('Well', 'Bot')]""]"
"[-8624.29, '[Layer, Gross, Saturation, NetPay, Porosity, Permeability, Top, Well, Water Saturation Irreducible, Bot]', ""[('Gross', 'NetPay'), ('Gross', 'Porosity'), ('Saturation', 'Layer'), ('Permeability', 'NetPay'), ('Well', 'Top'), ('Water Saturation Irreducible', 'Gross'), ('Bot', 'Gross')]""]"
"[-9335.98, '[Well, Layer, Top, Bot, Gross, Saturation, Porosity, Permeability, Water Saturation Irreducible, NetPay]', ""[('Well', 'Top'), ('Well', 'Permeability'), ('Layer', 'Porosity'), ('Bot', 'Gross'), ('Gross', 'NetPay'), ('Saturation', 'Well'), ('Saturation', 'Layer'), ('Saturation', 'Water Saturation Irreducible'), ('Water Saturation Irreducible', 'Gross')]""]"
"[-8816.26, '[Well, Layer, Top, Bot, Gross, NetPay, Porosity, Permeability, Water Saturation Irreducible, Saturation]', ""[('Layer', 'Water Saturation Irreducible'), ('Bot', 'Porosity'), ('NetPay', 'Permeability'), ('Porosity', 'Gross'), ('Porosity', 'NetPay'), ('Water Saturation Irreducible', 'Top'), ('Water Saturation Irreducible', 'Bot'), ('Saturation', 'Well'), ('Saturation', 'Porosity'), ('Saturation', 'Permeability')]""]"
"[-8903.84, '[Well, Top, Bot, Gross, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Layer]', ""[('Bot', 'Gross'), ('Saturation', 'Well'), ('Saturation', 'Layer'), ('NetPay', 'Top'), ('NetPay', 'Porosity'), ('Permeability', 'Porosity'), ('Water Saturation Irreducible', 'Bot'), ('Water Saturation Irreducible', 'Gross')]""]"
"[-10611.91, '[Well, Top, Bot, Gross, NetPay, Porosity, Permeability, Water Saturation Irreducible, Saturation, Layer]', ""[('Bot', 'Gross'), ('Gross', 'Top'), ('Gross', 'Permeability'), ('NetPay', 'Porosity'), ('NetPay', 'Water Saturation Irreducible'), ('Permeability', 'Porosity'), ('Water Saturation Irreducible', 'Gross'), ('Water Saturation Irreducible', 'Porosity'), ('Saturation', 'Well'), ('Saturation', 'Gross'), ('Layer', 'NetPay'), ('Layer', 'Water Saturation Irreducible'), ('Layer', 'Saturation')]""]"
"[-189260.3, '[Layer, Top, Bot, Gross, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Well]', ""[('Layer', 'Porosity'), ('Layer', 'Water Saturation Irreducible'), ('Bot', 'Gross'), ('Gross', 'Top'), ('Gross', 'NetPay'), ('Saturation', 'Layer'), ('Saturation', 'Permeability'), ('Porosity', 'Bot'), ('Permeability', 'Porosity'), ('Water Saturation Irreducible', 'Top'), ('Water Saturation Irreducible', 'Gross'), ('Water Saturation Irreducible', 'Porosity'), ('Well', 'Top'), ('Well', 'Porosity')]""]"
"[-9230.27, '[Well, Layer, Bot, Gross, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Top]', ""[('Layer', 'Saturation'), ('Layer', 'Porosity'), ('Bot', 'Gross'), ('Bot', 'Porosity'), ('Saturation', 'Well'), ('Saturation', 'Porosity'), ('NetPay', 'Permeability'), ('NetPay', 'Water Saturation Irreducible'), ('Water Saturation Irreducible', 'Top')]""]"
"[-33869.79, '[Well, Layer, Top, Bot, Gross, Saturation, NetPay, Permeability, Water Saturation Irreducible, Porosity]', ""[('Well', 'Gross'), ('Layer', 'Saturation'), ('Top', 'NetPay'), ('Bot', 'Gross'), ('Gross', 'Top'), ('NetPay', 'Permeability'), ('Permeability', 'Porosity'), ('Water Saturation Irreducible', 'Gross')]""]"
"[-34001.81, '[Well, Layer, Gross, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Bot, Top]', ""[('Well', 'Permeability'), ('Layer', 'Porosity'), ('Saturation', 'Layer'), ('NetPay', 'Permeability'), ('NetPay', 'Bot'), ('NetPay', 'Top'), ('Porosity', 'NetPay'), ('Porosity', 'Permeability'), ('Water Saturation Irreducible', 'NetPay'), ('Bot', 'Gross')]""]"
