0
"[-9488.8, '[Well, Layer, Top, Gross, Saturation, NetPay, Porosity, Water Saturation Irreducible, Bot, Permeability]', ""[('Well', 'Permeability'), ('Layer', 'Porosity'), ('Saturation', 'Well'), ('Saturation', 'Layer'), ('Porosity', 'NetPay'), ('Water Saturation Irreducible', 'Gross'), ('Bot', 'Gross'), ('Permeability', 'Top')]""]"
"[-8231.13, '[Well, Layer, Top, Bot, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Gross]', ""[('Well', 'Top'), ('Layer', 'Porosity'), ('Bot', 'Gross'), ('Saturation', 'Water Saturation Irreducible'), ('Permeability', 'Porosity'), ('Water Saturation Irreducible', 'Gross')]""]"
"[-13911.06, '[Well, Layer, Bot, Gross, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Top]', ""[('Well', 'Permeability'), ('Layer', 'Porosity'), ('Bot', 'Gross'), ('Bot', 'Porosity'), ('Gross', 'Top'), ('Saturation', 'Well'), ('NetPay', 'Bot'), ('Water Saturation Irreducible', 'Gross'), ('Water Saturation Irreducible', 'NetPay'), ('Top', 'Permeability')]""]"
"[-12554.51, '[Well, Layer, Top, Bot, Gross, Saturation, Porosity, Permeability, NetPay, Water Saturation Irreducible]', ""[('Well', 'Permeability'), ('Layer', 'Porosity'), ('Layer', 'Water Saturation Irreducible'), ('Top', 'Bot'), ('Bot', 'Gross'), ('Gross', 'Permeability'), ('Gross', 'NetPay'), ('Saturation', 'Well'), ('Saturation', 'Layer'), ('Porosity', 'Gross'), ('Water Saturation Irreducible', 'NetPay')]""]"
"[-34445.94, '[Well, Top, Bot, Saturation, NetPay, Porosity, Permeability, Gross, Layer, Water Saturation Irreducible]', ""[('Well', 'Top'), ('Well', 'Permeability'), ('Well', 'Gross'), ('Bot', 'Gross'), ('Saturation', 'Water Saturation Irreducible'), ('Gross', 'NetPay'), ('Layer', 'Porosity'), ('Water Saturation Irreducible', 'Gross')]""]"
"[-8639.1, '[Well, Top, Bot, Saturation, NetPay, Permeability, Water Saturation Irreducible, Porosity, Layer, Gross]', ""[('Bot', 'Gross'), ('Saturation', 'Well'), ('Saturation', 'Water Saturation Irreducible'), ('Saturation', 'Layer'), ('Permeability', 'Water Saturation Irreducible'), ('Water Saturation Irreducible', 'Top'), ('Water Saturation Irreducible', 'Gross'), ('Porosity', 'Water Saturation Irreducible'), ('Layer', 'Porosity'), ('Gross', 'NetPay')]""]"
"[-12963.14, '[Well, Layer, Top, Bot, Gross, Saturation, NetPay, Porosity, Water Saturation Irreducible, Permeability]', ""[('Well', 'Top'), ('Bot', 'Gross'), ('Saturation', 'Layer'), ('Porosity', 'NetPay'), ('Water Saturation Irreducible', 'Top'), ('Water Saturation Irreducible', 'Gross'), ('Permeability', 'Porosity')]""]"
"[-9652.36, '[Well, Layer, Top, Bot, NetPay, Porosity, Permeability, Water Saturation Irreducible, Saturation, Gross]', ""[('Layer', 'Porosity'), ('Layer', 'Saturation'), ('Top', 'Bot'), ('Top', 'Water Saturation Irreducible'), ('Porosity', 'Top'), ('Porosity', 'NetPay'), ('Permeability', 'NetPay'), ('Water Saturation Irreducible', 'Bot'), ('Water Saturation Irreducible', 'Gross'), ('Saturation', 'Well'), ('Saturation', 'Permeability'), ('Gross', 'Bot')]""]"
"[-34316.85, '[Well, Bot, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Layer, Gross, Top]', ""[('Well', 'Bot'), ('Saturation', 'Porosity'), ('Saturation', 'Gross'), ('NetPay', 'Bot'), ('NetPay', 'Top'), ('Porosity', 'Gross'), ('Permeability', 'NetPay'), ('Water Saturation Irreducible', 'Gross'), ('Layer', 'Water Saturation Irreducible'), ('Top', 'Bot'), ('Top', 'Porosity')]""]"
"[-9202.41, '[Layer, Bot, Gross, Saturation, Porosity, NetPay, Top, Well, Water Saturation Irreducible, Permeability]', ""[('Layer', 'Gross'), ('Bot', 'Gross'), ('Gross', 'Top'), ('Saturation', 'Well'), ('Saturation', 'Water Saturation Irreducible'), ('Porosity', 'NetPay'), ('NetPay', 'Bot'), ('Top', 'Water Saturation Irreducible'), ('Permeability', 'Water Saturation Irreducible')]""]"
