0
"[-169591.52, '[Well, Layer, Top, Bot, NetPay, Porosity, Permeability, Water Saturation Irreducible, Gross, Saturation]', ""[('Well', 'NetPay'), ('Well', 'Porosity'), ('Layer', 'Porosity'), ('Layer', 'Water Saturation Irreducible'), ('Bot', 'Gross'), ('Porosity', 'Top'), ('Permeability', 'Porosity'), ('Water Saturation Irreducible', 'Gross'), ('Gross', 'Top'), ('Gross', 'NetPay'), ('Gross', 'Porosity'), ('Saturation', 'Well'), ('Saturation', 'Permeability'), ('Saturation', 'Gross')]""]"
"[-661885.76, '[Well, Layer, Top, Bot, Gross, Saturation, NetPay, Porosity, Water Saturation Irreducible, Permeability]', ""[('Well', 'Bot'), ('Well', 'Saturation'), ('Layer', 'Saturation'), ('Layer', 'Water Saturation Irreducible'), ('Top', 'Bot'), ('Gross', 'Porosity'), ('Saturation', 'Gross'), ('Saturation', 'Permeability'), ('NetPay', 'Bot'), ('NetPay', 'Water Saturation Irreducible'), ('NetPay', 'Permeability'), ('Porosity', 'Bot'), ('Water Saturation Irreducible', 'Gross'), ('Permeability', 'Bot'), ('Permeability', 'Gross')]""]"
"[-12342.45, '[Well, Layer, Top, Bot, Gross, NetPay, Porosity, Water Saturation Irreducible, Saturation, Permeability]', ""[('Well', 'Gross'), ('Top', 'Bot'), ('Gross', 'NetPay'), ('NetPay', 'Permeability'), ('Water Saturation Irreducible', 'Gross'), ('Saturation', 'Well'), ('Saturation', 'Layer'), ('Permeability', 'Bot'), ('Permeability', 'Porosity')]""]"
"[-8623.71, '[Well, Layer, Top, Bot, Gross, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible]', ""[('Well', 'Saturation'), ('Layer', 'Water Saturation Irreducible'), ('Top', 'Porosity'), ('Bot', 'Gross'), ('Gross', 'NetPay'), ('Gross', 'Porosity'), ('Saturation', 'Layer'), ('Saturation', 'Water Saturation Irreducible'), ('NetPay', 'Permeability'), ('Porosity', 'NetPay')]""]"
"[-659717.51, '[Well, Layer, Top, Bot, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Gross]', ""[('Well', 'Bot'), ('Layer', 'Porosity'), ('Top', 'Bot'), ('Bot', 'Gross'), ('Saturation', 'Water Saturation Irreducible'), ('NetPay', 'Bot'), ('NetPay', 'Permeability'), ('Porosity', 'Top'), ('Porosity', 'Bot'), ('Permeability', 'Bot'), ('Water Saturation Irreducible', 'Gross')]""]"
"[-36889.39, '[Well, Layer, Top, Bot, Gross, Saturation, NetPay, Porosity, Water Saturation Irreducible, Permeability]', ""[('Well', 'Top'), ('Well', 'Gross'), ('Well', 'Permeability'), ('Layer', 'Well'), ('Layer', 'Porosity'), ('Bot', 'Gross'), ('Gross', 'NetPay'), ('Saturation', 'Well'), ('Saturation', 'Layer'), ('Saturation', 'Water Saturation Irreducible'), ('Porosity', 'NetPay'), ('Water Saturation Irreducible', 'Gross'), ('Permeability', 'Porosity')]""]"
"[-43718.69, '[Well, Layer, Top, Bot, Gross, Porosity, Permeability, Water Saturation Irreducible, Saturation, NetPay]', ""[('Well', 'Top'), ('Well', 'NetPay'), ('Layer', 'Porosity'), ('Layer', 'NetPay'), ('Bot', 'Gross'), ('Bot', 'Porosity'), ('Gross', 'NetPay'), ('Permeability', 'Water Saturation Irreducible'), ('Water Saturation Irreducible', 'Gross'), ('Saturation', 'Layer'), ('NetPay', 'Top')]""]"
"[-165286.56, '[Well, Layer, Top, Bot, Gross, NetPay, Porosity, Permeability, Water Saturation Irreducible, Saturation]', ""[('Well', 'Water Saturation Irreducible'), ('Layer', 'Water Saturation Irreducible'), ('Top', 'NetPay'), ('Bot', 'Gross'), ('Bot', 'NetPay'), ('Bot', 'Porosity'), ('NetPay', 'Porosity'), ('Porosity', 'Water Saturation Irreducible'), ('Permeability', 'Water Saturation Irreducible'), ('Water Saturation Irreducible', 'Gross'), ('Saturation', 'Well'), ('Saturation', 'Porosity'), ('Saturation', 'Permeability')]""]"
"[-9563.06, '[Well, Layer, Top, Bot, Gross, Saturation, NetPay, Permeability, Water Saturation Irreducible, Porosity]', ""[('Layer', 'Saturation'), ('Top', 'NetPay'), ('Top', 'Water Saturation Irreducible'), ('Bot', 'Gross'), ('Gross', 'Top'), ('Gross', 'Water Saturation Irreducible'), ('Saturation', 'Well'), ('Saturation', 'Water Saturation Irreducible'), ('NetPay', 'Permeability'), ('Water Saturation Irreducible', 'NetPay'), ('Porosity', 'Top'), ('Porosity', 'Bot')]""]"
"[-18610.52, '[Layer, Top, Gross, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Bot, Well]', ""[('Layer', 'Saturation'), ('Top', 'NetPay'), ('Top', 'Water Saturation Irreducible'), ('Gross', 'Top'), ('Gross', 'NetPay'), ('Gross', 'Water Saturation Irreducible'), ('Saturation', 'Water Saturation Irreducible'), ('Saturation', 'Well'), ('Porosity', 'Top'), ('Porosity', 'Gross'), ('Permeability', 'NetPay'), ('Permeability', 'Water Saturation Irreducible'), ('Water Saturation Irreducible', 'NetPay'), ('Bot', 'Gross'), ('Bot', 'Porosity')]""]"
