0
"[-13491.8, '[Well, Layer, Bot, Gross, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Top]', ""[('Well', 'Top'), ('Layer', 'Gross'), ('Layer', 'Water Saturation Irreducible'), ('Bot', 'Gross'), ('Gross', 'Permeability'), ('Gross', 'Water Saturation Irreducible'), ('Saturation', 'Porosity'), ('Saturation', 'Permeability'), ('NetPay', 'Bot'), ('Porosity', 'NetPay'), ('Permeability', 'Top')]""]"
"[-12626.95, '[Well, Layer, Bot, Gross, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Top]', ""[('Well', 'Permeability'), ('Layer', 'Water Saturation Irreducible'), ('Gross', 'NetPay'), ('Gross', 'Permeability'), ('Saturation', 'Layer'), ('Saturation', 'Porosity'), ('NetPay', 'Bot'), ('NetPay', 'Porosity'), ('Permeability', 'NetPay'), ('Water Saturation Irreducible', 'Gross'), ('Top', 'Bot'), ('Top', 'Gross')]""]"
"[-44281.52, '[Well, Layer, Top, Bot, Gross, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible]', ""[('Well', 'Top'), ('Well', 'Gross'), ('Well', 'Water Saturation Irreducible'), ('Layer', 'Top'), ('Top', 'Porosity'), ('Bot', 'Gross'), ('Saturation', 'Layer'), ('NetPay', 'Bot'), ('NetPay', 'Permeability'), ('NetPay', 'Water Saturation Irreducible'), ('Porosity', 'NetPay'), ('Permeability', 'Water Saturation Irreducible')]""]"
"[-79283.3, '[Layer, Top, Bot, Gross, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Well]', ""[('Layer', 'Porosity'), ('Layer', 'Water Saturation Irreducible'), ('Top', 'NetPay'), ('Bot', 'Gross'), ('Bot', 'Porosity'), ('Gross', 'Top'), ('Gross', 'Porosity'), ('Saturation', 'Water Saturation Irreducible'), ('Porosity', 'Top'), ('Permeability', 'Gross'), ('Permeability', 'Porosity'), ('Water Saturation Irreducible', 'Porosity'), ('Well', 'Top')]""]"
"[-34839.83, '[Layer, Top, Bot, Gross, NetPay, Porosity, Permeability, Water Saturation Irreducible, Saturation, Well]', ""[('Layer', 'Porosity'), ('Top', 'Bot'), ('Gross', 'Bot'), ('Gross', 'Porosity'), ('Porosity', 'NetPay'), ('Water Saturation Irreducible', 'Gross'), ('Well', 'Bot'), ('Well', 'Permeability'), ('Well', 'Saturation')]""]"
"[-164562.02, '[Well, Layer, Top, Bot, Gross, Saturation, Porosity, Permeability, Water Saturation Irreducible, NetPay]', ""[('Well', 'Bot'), ('Layer', 'Bot'), ('Top', 'Bot'), ('Bot', 'NetPay'), ('Saturation', 'Well'), ('Saturation', 'Permeability'), ('Porosity', 'Bot'), ('Porosity', 'Gross'), ('Water Saturation Irreducible', 'Gross'), ('NetPay', 'Permeability')]""]"
"[-9102.33, '[Layer, Top, Bot, Gross, Saturation, NetPay, Porosity, Water Saturation Irreducible, Permeability, Well]', ""[('Layer', 'Porosity'), ('Bot', 'Gross'), ('Saturation', 'Water Saturation Irreducible'), ('NetPay', 'Top'), ('Porosity', 'Bot'), ('Water Saturation Irreducible', 'NetPay'), ('Well', 'Permeability')]""]"
"[-9187.56, '[Layer, Bot, Gross, Porosity, Permeability, Water Saturation Irreducible, NetPay, Top, Saturation, Well]', ""[('Layer', 'Gross'), ('Layer', 'Water Saturation Irreducible'), ('Bot', 'Gross'), ('Gross', 'Porosity'), ('Gross', 'Permeability'), ('Gross', 'Top'), ('Porosity', 'NetPay'), ('Porosity', 'Top'), ('Permeability', 'Water Saturation Irreducible'), ('Saturation', 'Well')]""]"
"[-54351.54, '[Well, Layer, Top, Bot, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Gross]', ""[('Well', 'Saturation'), ('Layer', 'NetPay'), ('Layer', 'Water Saturation Irreducible'), ('Top', 'NetPay'), ('Bot', 'Gross'), ('Saturation', 'Permeability'), ('Porosity', 'Top'), ('Permeability', 'NetPay'), ('Permeability', 'Gross'), ('Water Saturation Irreducible', 'NetPay'), ('Gross', 'NetPay'), ('Gross', 'Porosity'), ('Gross', 'Water Saturation Irreducible')]""]"
"[-10717.79, '[Well, Layer, Top, Bot, Gross, NetPay, Permeability, Water Saturation Irreducible, Saturation, Porosity]', ""[('Well', 'Top'), ('Well', 'NetPay'), ('Layer', 'Water Saturation Irreducible'), ('Layer', 'Porosity'), ('Bot', 'Gross'), ('Gross', 'Porosity'), ('Permeability', 'Water Saturation Irreducible'), ('Water Saturation Irreducible', 'Well'), ('Water Saturation Irreducible', 'Gross'), ('Saturation', 'Layer'), ('Saturation', 'Permeability')]""]"
