0
"[-10034.97, '[Well, Layer, Top, Bot, Gross, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible]', ""[('Well', 'Top'), ('Well', 'Permeability'), ('Layer', 'Porosity'), ('Bot', 'Gross'), ('Saturation', 'Well'), ('NetPay', 'Porosity'), ('Water Saturation Irreducible', 'Gross')]""]"
"[-13297.94, '[Well, Layer, Bot, Gross, Saturation, NetPay, Permeability, Water Saturation Irreducible, Top, Porosity]', ""[('Well', 'Gross'), ('Layer', 'Saturation'), ('Bot', 'Gross'), ('Gross', 'Permeability'), ('Gross', 'Porosity'), ('Saturation', 'Water Saturation Irreducible'), ('Permeability', 'Top'), ('Porosity', 'NetPay')]""]"
"[-10264.7, '[Well, Layer, Top, Bot, Gross, NetPay, Porosity, Water Saturation Irreducible, Permeability, Saturation]', ""[('Well', 'Gross'), ('Layer', 'Water Saturation Irreducible'), ('Top', 'NetPay'), ('Gross', 'Bot'), ('Gross', 'Water Saturation Irreducible'), ('NetPay', 'Porosity'), ('NetPay', 'Permeability'), ('Porosity', 'Bot'), ('Water Saturation Irreducible', 'NetPay'), ('Saturation', 'Water Saturation Irreducible'), ('Saturation', 'Permeability')]""]"
"[-9218.17, '[Well, Layer, Top, Bot, Gross, Saturation, Porosity, Permeability, Water Saturation Irreducible, NetPay]', ""[('Well', 'Saturation'), ('Layer', 'Porosity'), ('Top', 'Porosity'), ('Bot', 'Gross'), ('Porosity', 'Bot'), ('Porosity', 'Gross'), ('Porosity', 'NetPay'), ('Permeability', 'Bot'), ('NetPay', 'Water Saturation Irreducible')]""]"
"[-13210.66, '[Well, Top, Bot, Gross, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Layer]', ""[('Well', 'Top'), ('Bot', 'Gross'), ('Gross', 'Permeability'), ('Saturation', 'Gross'), ('NetPay', 'Porosity'), ('NetPay', 'Water Saturation Irreducible'), ('Porosity', 'Top'), ('Permeability', 'NetPay'), ('Layer', 'Porosity')]""]"
"[-13224.47, '[Well, Layer, Bot, Gross, NetPay, Porosity, Water Saturation Irreducible, Top, Permeability, Saturation]', ""[('Well', 'Permeability'), ('Layer', 'Water Saturation Irreducible'), ('Bot', 'Gross'), ('Gross', 'NetPay'), ('Gross', 'Porosity'), ('Porosity', 'Top'), ('Water Saturation Irreducible', 'Gross'), ('Top', 'Permeability'), ('Permeability', 'NetPay'), ('Saturation', 'Porosity')]""]"
"[-9261.81, '[Well, Layer, Gross, Saturation, Porosity, Permeability, Water Saturation Irreducible, Top, NetPay, Bot]', ""[('Well', 'Permeability'), ('Layer', 'Porosity'), ('Gross', 'Top'), ('Saturation', 'Layer'), ('Porosity', 'NetPay'), ('Water Saturation Irreducible', 'Gross'), ('Bot', 'Gross')]""]"
"[-64062.16, '[Well, Layer, Top, Gross, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Bot]', ""[('Well', 'Gross'), ('Well', 'Bot'), ('Layer', 'Water Saturation Irreducible'), ('Layer', 'Bot'), ('Top', 'Bot'), ('Gross', 'NetPay'), ('Saturation', 'Layer'), ('Permeability', 'Gross'), ('Permeability', 'Water Saturation Irreducible'), ('Bot', 'Gross'), ('Bot', 'Porosity')]""]"
"[-71513.96, '[Well, Layer, Top, Bot, Gross, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible]', ""[('Layer', 'Water Saturation Irreducible'), ('Bot', 'Gross'), ('Saturation', 'Well'), ('Saturation', 'Porosity'), ('Saturation', 'Permeability'), ('NetPay', 'Well'), ('NetPay', 'Bot'), ('Porosity', 'Well'), ('Porosity', 'NetPay'), ('Permeability', 'Well'), ('Permeability', 'Gross'), ('Water Saturation Irreducible', 'Top')]""]"
"[-8892.66, '[Well, Layer, Top, Bot, Gross, Saturation, Porosity, Permeability, Water Saturation Irreducible, NetPay]', ""[('Well', 'Saturation'), ('Layer', 'Porosity'), ('Top', 'NetPay'), ('Bot', 'Gross'), ('Gross', 'Top'), ('Gross', 'Permeability'), ('Saturation', 'NetPay'), ('Porosity', 'Bot'), ('Porosity', 'Water Saturation Irreducible'), ('NetPay', 'Water Saturation Irreducible')]""]"
