Well;Layer;Top;Bot;Gross;Saturation;NetPay;Porosity;Permeability;Water Saturation Irreducible
54;LAYER12/1;2623,40;2624,00;0,60;OIL;0,60;17,68;2,04;55,30
54;LAYER12/1;2629,40;2629,80;0,40;OIL;0,40;19,76;15,90;35,00
54;LAYER12/1;2630,20;2632,10;1,90;OIL;1,90;18,53;6,08;46,10
54;LAYER12/1;2639,40;2641,50;2,10;OIL;2,10;17,26;1,83;39,80
55;LAYER12/1;2626,00;2626,60;0,60;OIL;0,14;17,48;4,29;38,05
55;LAYER12/1;2635,40;2636,20;0,80;OIL;0,80;15,68;2,25;42,25
55;LAYER12/1;2636,60;2637,40;0,80;OIL;0,80;15,83;2,13;47,24
55;LAYER12/1;2640,00;2641,00;1,00;OIL;1,00;15,02;2,44;43,15
55;LAYER12/1;2641,00;2641,60;0,60;OIL;0,60;16,45;4,69;40,50
55;LAYER12/1;2641,60;2643,80;2,20;OIL;1,61;18,58;6,95;37,80
55;LAYER12/1;2649,00;2650,00;1,00;OIL;0,50;17,05;2,15;42,89
55;LAYER12/1;2656,00;2657,00;1,00;OIL;1,00;16,23;1,16;46,91
55;LAYER12/1;2658,40;2659,60;1,20;OIL;1,20;16,56;1,34;44,26
55;LAYER12/1;2660,40;2661,00;0,60;OIL;0,60;16,80;4,56;37,89
55;LAYER12/1;2665,80;2666,20;0,40;OIL;0,34;16,63;1,66;48,11
55;LAYER12/1;2666,60;2668,00;1,40;OIL;1,04;16,43;3,37;39,43
56;LAYER12/1;2626,80;2627,60;0,80;OIL;0,60;17,10;2,00;59,00
56;LAYER12/1;2630,40;2631,40;1,00;OIL;1,00;17,94;1,80;59,06
56;LAYER12/1;2638,80;2639,40;0,60;OIL;0,60;17,50;1,40;64,50
56;LAYER12/1;2643,40;2644,00;0,60;OIL;0,60;17,40;1,70;63,30
56;LAYER12/1;2644,60;2646,20;1,60;OIL;1,60;17,90;1,20;63,00
57;LAYER12/1;2635,00;2635,60;0,60;OIL;0,50;16,70;0,96;42,10
57;LAYER12/1;2636,70;2637,60;0,90;OIL;0,90;15,90;0,89;40,10
57;LAYER12/1;2638,00;2638,40;0,40;OIL;0,40;18,00;1,16;56,00
57;LAYER12/1;2651,60;2652,20;0,60;OIL;0,60;18,60;1,73;58,60
57;LAYER12/1;2652,60;2652,90;0,30;OIL;0,30;18,40;1,40;64,00
58;LAYER12/1;2653,80;2657,60;3,80;OIL;3,80;16,05;0,50;64,20
59;LAYER12/1;2636,60;2637,40;0,80;OIL;0,80;17,10;1,06;64,20
59;LAYER12/1;2653,00;2654,20;1,20;OIL;1,20;16,20;16,33;65,70
60;LAYER12/1;2586,60;2588,40;1,80;OIL;1,80;17,85;5,13;55,30
60;LAYER12/1;2589,20;2590,60;1,40;OIL;1,40;17,65;2,40;61,75
60;LAYER12/1;2610,80;2612,00;1,20;OIL;0,60;16,90;3,67;56,40
60;LAYER12/1;2614,00;2615,20;1,20;OIL;1,20;17,85;5,26;53,80
60;LAYER12/1;2615,20;2615,80;0,60;OIL;0,60;16,90;3,21;56,90
60;LAYER12/1;2616,80;2618,00;1,20;OIL;1,20;17,65;3,20;54,95
60;LAYER12/1;2619,80;2620,40;0,60;OIL;0,60;17,20;2,01;60,50
60;LAYER12/1;2621,40;2621,80;0,40;OIL;0,40;17,20;3,40;61,00
60;LAYER12/1;2622,40;2623,80;1,40;OIL;1,40;18,05;3,53;62,60
60;LAYER12/1;2626,00;2627,20;1,20;OIL;1,20;20,20;2,73;61,30
60;LAYER12/1;2630,60;2631,00;0,40;OIL;0,40;17,50;2,27;61,90
61;LAYER12/1;2617,00;2618,80;1,80;OIL;1,00;18,03;2,74;58,90
62;LAYER12/3-5;2807,60;2808,60;1,00;OIL;1,00;18,61;2,04;36,24
62;LAYER12/3-5;2809,00;2811,00;2,00;OIL;2,00;18,43;1,60;38,88
62;LAYER12/3-5;2811,40;2811,80;0,40;OIL;0,40;19,10;0,70;41,03
62;LAYER12/3-5;2813,60;2816,00;2,40;OIL;2,40;17,49;1,25;37,16
62;LAYER12/3-5;2816,40;2816,80;0,40;OIL;0,40;18,20;0,80;48,41
63;LAYER12/3-5;2667,20;2668,00;0,80;OIL;0,80;17,38;4,16;47,51
64;LAYER12/3-5;3508,60;3509,20;0,60;OIL;0,60;23,64;33,76;28,03
64;LAYER12/3-5;3509,90;3511,40;1,50;OIL;0,36;18,32;9,30;34,16
64;LAYER12/3-5;3511,40;3512,00;0,60;OIL;0,44;19,85;16,60;26,84
64;LAYER12/3-5;3519,70;3520,50;0,80;OIL;0,80;17,19;5,16;39,74
64;LAYER12/3-5;3523,50;3524,00;0,50;OIL;0,50;20,59;23,41;28,63
64;LAYER12/3-5;3529,00;3529,60;0,60;OIL;0,60;15,45;0,92;47,95
65;LAYER12/3-5;2579,20;2580,00;0,80;OIL;0,80;17,21;0,58;53,51
66;LAYER12/3-5;2922,00;2922,40;0,40;OIL;0,40;15,94;0,64;51,57
66;LAYER12/3-5;2924,40;2925,00;0,60;OIL;0,60;16,52;0,76;49,48
66;LAYER12/3-5;2926,80;2927,60;0,80;OIL;0,80;17,51;0,85;46,45
66;LAYER12/3-5;2927,60;2928,60;1,00;OIL;1,00;18,56;1,19;47,12
66;LAYER12/3-5;2930,00;2931,60;1,60;OIL;1,60;18,22;1,43;44,19
66;LAYER12/3-5;2932,60;2934,00;1,40;OIL;1,28;18,01;0,97;48,05
66;LAYER12/3-5;2935,00;2935,40;0,40;OIL;0,40;18,14;0,84;46,94
67;LAYER12/3-5;2763,20;2764,10;0,90;OIL;0,90;15,90;0,43;47,69
67;LAYER12/3-5;2765,20;2766,00;0,80;OIL;0,80;16,60;0,64;43,72
67;LAYER12/3-5;2766,40;2766,80;0,40;OIL;0,40;16,20;0,60;45,37
68;LAYER12/3-5;2822,00;2822,80;0,80;OIL;0,80;17,59;1,07;47,18
68;LAYER12/3-5;2823,20;2824,70;1,50;OIL;1,50;17,35;1,58;46,48
68;LAYER12/3-5;2825,10;2827,80;2,70;OIL;2,70;17,48;1,76;44,15
68;LAYER12/3-5;2831,00;2832,30;1,30;OIL;1,30;15,65;0,94;47,38
69;LAYER12/3-5;2754,80;2756,40;1,60;OIL;1,50;17,22;1,15;41,43
69;LAYER12/3-5;2756,40;2758,60;2,20;OIL;1,50;16,64;2,31;37,85
69;LAYER12/3-5;2759,20;2761,20;2,00;OIL;2,00;17,56;2,76;38,20
70;LAYER12/3-5;3325,40;3326,00;0,60;OIL;0,60;15,42;0,55;51,90
70;LAYER12/3-5;3327,80;3328,40;0,60;OIL;0,60;15,80;0,76;50,62
70;LAYER12/3-5;3332,00;3332,80;0,80;OIL;0,80;15,49;0,57;51,15
70;LAYER12/3-5;3334,00;3334,60;0,60;OIL;0,51;15,50;0,56;55,11
70;LAYER12/3-5;3335,00;3335,60;0,60;OIL;0,60;16,93;0,92;45,59
70;LAYER12/3-5;3335,60;3336,20;0,60;OIL;0,60;17,06;0,77;50,05
70;LAYER12/3-5;3339,20;3339,80;0,60;OIL;0,60;15,96;0,62;49,92
71;LAYER12/3-5;2789,20;2789,60;0,40;OIL;0,40;18,11;0,74;55,22
71;LAYER12/3-5;2790,20;2791,20;1,00;OIL;1,00;17,87;7,48;32,64
71;LAYER12/3-5;2792,00;2792,60;0,60;OIL;0,60;17,64;1,47;50,35
71;LAYER12/3-5;2793,00;2793,40;0,40;OIL;0,40;18,31;1,55;44,29
71;LAYER12/3-5;2798,00;2799,40;1,40;OIL;0,90;17,93;5,59;35,51
72;LAYER12/3-5;3045,60;3046,20;0,60;OIL;0,60;16,88;0,92;50,23
73;LAYER12/3-5;2810,30;2812,40;2,10;OIL;2,00;16,61;1,01;50,81
73;LAYER12/3-5;2815,10;2818,10;3,00;OIL;2,87;17,18;1,17;52,25
73;LAYER12/3-5;2819,80;2821,00;1,20;OIL;1,20;16,79;4,93;39,89
73;LAYER12/3-5;2821,00;2823,20;2,20;OIL;2,20;15,93;1,86;46,27
73;LAYER12/3-5;2823,60;2828,80;5,20;OIL;5,20;16,14;1,50;47,61
73;LAYER12/3-5;2828,80;2830,00;1,20;OIL;1,20;17,25;0,78;56,49
73;LAYER12/3-5;2831,80;2834,60;2,80;OIL;2,80;18,32;2,11;46,93
74;LAYER12/3-5;2735,30;2736,10;0,80;OIL;0,80;15,77;0,57;56,16
74;LAYER12/3-5;2737,80;2738,80;1,00;OIL;1,00;17,51;1,38;47,97
74;LAYER12/3-5;2739,20;2739,80;0,60;OIL;0,60;17,50;0,68;60,39
74;LAYER12/3-5;2740,10;2740,50;0,40;OIL;0,32;18,17;1,25;48,21
74;LAYER12/3-5;2741,50;2743,00;1,50;OIL;1,50;16,77;0,79;51,68
74;LAYER12/3-5;2743,00;2744,00;1,00;OIL;1,00;17,83;1,28;43,02
74;LAYER12/3-5;2752,70;2753,10;0,40;OIL;0,40;16,48;0,97;47,48
74;LAYER12/3-5;2753,90;2755,10;1,20;OIL;1,20;16,26;0,65;50,97
74;LAYER12/3-5;2756,20;2756,80;0,60;OIL;0,60;16,74;0,92;47,49
75;LAYER12/3-5;2664,20;2667,20;3,00;OIL;1,00;15,60;0,65;59,00
75;LAYER12/3-5;2668,60;2669,80;1,20;OIL;1,20;14,50;0,53;61,10
76;LAYER12/3-5;2687,00;2687,50;0,50;OIL;0,50;17,17;1,31;62,80
76;LAYER12/3-5;2687,70;2690,20;2,50;OIL;2,50;17,13;1,54;59,54
76;LAYER12/3-5;2690,60;2691,40;0,80;OIL;0,80;17,47;1,46;58,13
76;LAYER12/3-5;2691,40;2693,80;2,40;OIL;2,40;16,90;1,36;62,15
76;LAYER12/3-5;2694,60;2695,40;0,80;OIL;0,80;17,65;1,24;62,33
76;LAYER12/3-5;2696,00;2696,80;0,80;OIL;0,80;18,08;1,18;63,48
77;LAYER12/3-5;2711,40;2712,00;0,60;OIL;0,60;14,90;0,77;51,20
77;LAYER12/3-5;2712,60;2713,40;0,80;OIL;0,80;15,57;0,76;65,20
78;LAYER12/3-5;2619,80;2625,60;5,80;OIL;4,60;17,34;2,56;54,76
78;LAYER12/3-5;2626,00;2626,80;0,80;OIL;0,80;16,97;2,30;58,30
78;LAYER12/3-5;2627,20;2628,10;0,90;OIL;0,90;16,93;2,43;54,28
79;LAYER12/3-5;2664,50;2667,60;3,10;OIL;3,10;17,13;1,44;47,20
79;LAYER12/3-5;2669,00;2673,60;4,60;OIL;4,60;18,86;2,79;41,59
79;LAYER12/3-5;2676,40;2680,80;4,40;OIL;4,40;18,13;1,28;48,17
79;LAYER12/3-5;2681,70;2682,60;0,90;OIL;0,90;18,66;2,17;44,33
79;LAYER12/3-5;2683,80;2688,80;5,00;OIL;4,54;17,94;1,44;46,78
79;LAYER12/3-5;2689,40;2690,20;0,80;OIL;0,80;18,41;1,25;47,77
80;LAYER12/3-5;2726,80;2727,80;1,00;OIL;1,00;15,08;0,67;54,34
81;LAYER12/3-5;2723,10;2724,70;1,60;OIL;1,50;16,31;1,46;48,16
81;LAYER12/3-5;2725,50;2727,60;2,10;OIL;2,10;16,71;2,18;44,04
81;LAYER12/3-5;2728,30;2729,60;1,30;OIL;1,30;17,64;1,52;45,44
81;LAYER12/3-5;2730,40;2731,30;0,90;OIL;0,90;16,71;2,59;37,97
81;LAYER12/3-5;2731,70;2732,80;1,10;OIL;1,10;17,46;2,46;41,93
82;LAYER12/3-5;2701,00;2703,40;2,40;WATER;2,40;17,85;1,27;42,68
82;LAYER12/3-5;2703,40;2706,20;2,80;WATER;2,80;17,21;1,68;38,86
82;LAYER12/3-5;2706,20;2708,80;2,60;WATER;2,60;18,89;3,06;36,26
83;LAYER12/3-5;2715,20;2718,50;3,30;OIL;3,30;15,85;2,91;54,90
83;LAYER12/3-5;2718,50;2719,60;1,10;OIL;0,50;14,50;2,08;62,50
84;LAYER12/3-5;2726,80;2727,60;0,80;OIL;0,80;17,10;1,26;64,30
84;LAYER12/3-5;2729,00;2729,60;0,60;OIL;0,60;16,30;1,46;62,20
85;LAYER12/3-5;2755,00;2756,20;1,20;OIL;1,10;16,70;0,41;54,50
