Well,Layer,Top,Bot,Gross,Saturation,NetPay,Porosity,Permeability,Water Saturation Irreducible
15,LAYER10/1-3,2662.8,2664.0,1.2,OIL,1.2,18.72,2.98,44.4
15,LAYER10/1-3,2665.4,2666.0,0.6,OIL,0.6,19.68,4.78,39.8
15,LAYER10/1-3,2666.0,2668.4,2.4,OIL,2.4,18.09,2.58,47.3
15,LAYER10/1-3,2668.4,2670.0,1.6,OIL,1.6,17.29,3.1,42.03
15,LAYER10/1-3,2670.8,2671.6,0.8,OIL,0.8,16.27,1.29,45.3
15,LAYER10/1-3,2671.6,2673.0,1.4,OIL,1.4,15.93,2.11,46.27
15,LAYER10/1-3,2673.8,2674.6,0.8,OIL,0.8,17.76,6.36,41.2
16,LAYER10/1-3,3106.6,3107.2,0.6,OIL,0.05,18.34,3.28,42.36
16,LAYER10/1-3,3108.4,3108.8,0.4,OIL,0.4,17.36,1.92,45.47
16,LAYER10/1-3,3123.4,3124.0,0.6,OIL,0.6,18.25,6.09,36.74
16,LAYER10/1-3,3124.4,3125.0,0.6,OIL,0.6,17.3,0.92,51.36
17,LAYER10/1-3,2698.0,2699.2,1.2,OIL,1.2,16.79,1.37,41.75
17,LAYER10/1-3,2700.2,2701.8,1.6,OIL,1.6,17.54,1.64,44.55
17,LAYER10/1-3,2701.8,2703.9,2.1,OIL,2.1,16.39,0.74,48.68
17,LAYER10/1-3,2704.3,2706.6,2.3,OIL,2.22,16.73,1.03,45.6
17,LAYER10/1-3,2706.6,2709.8,3.2,OIL,2.12,16.67,0.97,45.84
17,LAYER10/1-3,2714.2,2715.4,1.2,OIL,0.2,18.93,5.28,39.24
18,LAYER10/1-3,2743.6,2744.2,0.6,OIL,0.6,16.46,2.11,40.68
18,LAYER10/1-3,2744.2,2745.2,1.0,OIL,1.0,17.74,2.11,40.79
18,LAYER10/1-3,2745.8,2746.4,0.6,OIL,0.6,19.43,3.02,37.59
18,LAYER10/1-3,2748.2,2748.8,0.6,OIL,0.6,15.25,0.9,45.72
18,LAYER10/1-3,2748.8,2749.6,0.8,OIL,0.8,16.09,0.6,47.05
19,LAYER10/1-3,2469.4,2471.6,2.2,OIL,1.6,17.73,1.57,49.28
19,LAYER10/1-3,2472.4,2472.8,0.4,OIL,0.4,17.07,0.44,60.34
19,LAYER10/1-3,2474.0,2474.6,0.6,OIL,0.6,19.32,3.57,40.69
19,LAYER10/1-3,2475.0,2475.4,0.4,OIL,0.4,17.3,2.61,42.6
20,LAYER10/1-3,2637.8,2638.6,0.8,OIL,0.8,15.2,0.66,50.15
20,LAYER10/1-3,2640.6,2641.4,0.8,OIL,0.8,16.4,1.46,39.8
20,LAYER10/1-3,2641.8,2642.4,0.6,OIL,0.6,17.97,2.93,34.5
20,LAYER10/1-3,2649.2,2650.6,1.4,OIL,1.4,19.0,8.15,36.63
20,LAYER10/1-3,2651.6,2652.4,0.8,OIL,0.6,18.46,3.9,37.5
20,LAYER10/1-3,2656.6,2657.2,0.6,OIL,0.6,19.03,6.13,36.7
22,LAYER10/1-3,2853.6,2854.4,0.8,OIL,0.8,15.62,1.17,47.73
22,LAYER10/1-3,2854.4,2855.0,0.6,OIL,0.04,16.16,1.13,52.26
22,LAYER10/1-3,2857.0,2858.6,1.6,OIL,1.6,16.2,1.1,52.45
22,LAYER10/1-3,2861.8,2866.0,4.2,OIL,3.9,16.42,1.19,51.42
22,LAYER10/1-3,2866.4,2868.6,2.2,OIL,1.8,16.78,1.6,47.72
22,LAYER10/1-3,2872.4,2874.0,1.6,OIL,0.7,16.66,1.42,50.62
22,LAYER10/1-3,2874.6,2875.2,0.6,OIL,0.6,17.64,2.39,46.94
22,LAYER10/1-3,2877.0,2878.0,1.0,OIL,0.88,17.6,2.8,45.85
22,LAYER10/1-3,2878.0,2880.0,2.0,OIL,1.27,17.99,1.92,44.93
23,LAYER10/1-3,2741.7,2742.2,0.5,OIL,0.5,16.47,2.58,44.25
23,LAYER10/1-3,2743.0,2744.0,1.0,OIL,1.0,17.5,0.85,48.86
23,LAYER10/1-3,2744.5,2746.8,2.3,OIL,2.3,18.05,1.92,51.34
23,LAYER10/1-3,2747.2,2749.8,2.6,OIL,2.24,17.98,2.81,41.28
23,LAYER10/1-3,2750.8,2753.1,2.3,OIL,2.3,17.88,1.66,48.11
23,LAYER10/1-3,2753.4,2756.7,3.3,OIL,3.3,17.45,1.16,59.71
23,LAYER10/1-3,2757.0,2757.7,0.7,OIL,0.7,18.19,2.17,45.7
24,LAYER10/1-3,2784.6,2786.0,1.4,OIL,1.4,17.39,0.97,51.23
24,LAYER10/1-3,2786.0,2786.8,0.8,OIL,0.8,17.79,1.61,45.55
24,LAYER10/1-3,2787.6,2788.8,1.2,OIL,1.2,17.63,0.94,49.72
24,LAYER10/1-3,2788.8,2790.4,1.6,OIL,1.6,18.3,1.67,46.68
24,LAYER10/1-3,2790.4,2791.6,1.2,OIL,1.2,17.87,0.88,56.37
25,LAYER10/1-3,2749.8,2751.2,1.4,OIL,1.4,17.21,2.13,41.46
25,LAYER10/1-3,2751.6,2752.6,1.0,OIL,0.73,16.58,1.15,53.5
26,LAYER10/1-3,2707.6,2708.4,0.8,OIL,0.8,14.76,0.72,47.06
26,LAYER10/1-3,2709.0,2709.7,0.7,OIL,0.7,14.91,0.65,50.14
27,LAYER10/1-3,2648.0,2648.6,0.6,OIL,0.6,15.38,0.99,44.71
27,LAYER10/1-3,2649.0,2649.7,0.7,OIL,0.7,15.56,1.21,46.29
27,LAYER10/1-3,2651.0,2651.6,0.6,OIL,0.6,16.94,1.24,45.04
27,LAYER10/1-3,2652.0,2653.2,1.2,OIL,0.87,16.91,1.57,42.07
27,LAYER10/1-3,2653.8,2654.4,0.6,OIL,0.6,17.44,1.85,43.05
27,LAYER10/1-3,2658.3,2659.2,0.9,OIL,0.9,14.94,0.55,48.86
27,LAYER10/1-3,2659.2,2659.8,0.6,OIL,0.6,14.64,0.79,46.91
28,LAYER10/1-3,2708.2,2709.3,1.1,OIL,1.1,17.39,1.73,44.85
28,LAYER10/1-3,2709.3,2710.2,0.9,OIL,0.9,17.42,1.06,53.64
28,LAYER10/1-3,2711.7,2712.2,0.5,OIL,0.5,18.62,3.98,39.63
28,LAYER10/1-3,2714.8,2715.8,1.0,OIL,1.0,17.71,2.91,40.46
28,LAYER10/1-3,2717.0,2717.6,0.6,OIL,0.6,19.61,4.2,40.47
28,LAYER10/1-3,2717.6,2718.4,0.8,OIL,0.8,17.64,0.96,50.13
28,LAYER10/1-3,2721.2,2722.3,1.1,OIL,0.56,18.58,5.64,38.43
28,LAYER10/1-3,2723.0,2724.3,1.3,OIL,1.0,16.9,1.52,50.27
28,LAYER10/1-3,2725.4,2726.8,1.4,OIL,1.4,16.88,1.09,45.87
28,LAYER10/1-3,2726.8,2728.0,1.2,OIL,1.2,17.96,2.83,39.92
28,LAYER10/1-3,2729.2,2730.2,1.0,OIL,1.0,18.4,2.07,36.77
28,LAYER10/1-3,2730.6,2731.7,1.1,OIL,1.1,18.01,2.86,41.78
29,LAYER10/1-3,2472.5,2473.0,0.5,OIL,0.5,14.4,10.33,52.4
31,LAYER10/1-3,2712.6,2714.6,2.0,OIL,2.0,17.79,1.26,52.35
31,LAYER10/1-3,2714.6,2716.2,1.6,OIL,1.6,17.02,0.99,52.87
32,LAYER10/1-3,2602.4,2604.4,2.0,OIL,2.0,17.1,0.9,47.62
32,LAYER10/1-3,2604.4,2606.5,2.1,OIL,1.83,17.62,1.8,44.0
32,LAYER10/1-3,2607.0,2607.4,0.4,OIL,0.4,16.97,2.12,40.96
32,LAYER10/1-3,2608.0,2608.4,0.4,OIL,0.4,17.11,1.67,42.06
32,LAYER10/1-3,2610.6,2612.6,2.0,OIL,2.0,17.69,3.59,38.92
32,LAYER10/1-3,2616.4,2617.3,0.9,OIL,0.16,17.98,1.14,48.71
33,LAYER10/1-3,2689.0,2689.9,0.9,OIL,0.9,17.72,2.7,39.16
33,LAYER10/1-3,2690.9,2691.6,0.7,OIL,0.7,18.33,2.13,44.81
33,LAYER10/1-3,2692.4,2693.0,0.6,OIL,0.6,17.39,0.89,52.76
33,LAYER10/1-3,2695.2,2695.6,0.4,OIL,0.4,19.26,4.13,45.51
33,LAYER10/1-3,2699.0,2700.0,1.0,OIL,1.0,18.57,1.97,47.54
33,LAYER10/1-3,2701.3,2702.2,0.9,OIL,0.9,17.41,1.79,44.44
34,LAYER10/1-3,2648.1,2648.9,0.8,OIL,0.8,17.48,1.34,50.76
35,LAYER10/1-3,2718.8,2719.4,0.6,OIL,0.6,17.6,1.6,63.4
35,LAYER10/1-3,2719.4,2722.0,2.6,OIL,2.6,17.62,1.69,59.62
35,LAYER10/1-3,2722.4,2723.0,0.6,OIL,0.6,16.75,1.03,57.7
35,LAYER10/1-3,2732.4,2735.0,2.6,OIL,0.4,17.14,1.43,58.88
36,LAYER10/1-3,2730.6,2731.2,0.6,OIL,0.6,15.5,0.89,65.8
36,LAYER10/1-3,2731.2,2733.5,2.3,OIL,2.3,16.0,1.05,64.2
36,LAYER10/1-3,2734.1,2735.0,0.9,OIL,0.9,16.4,1.34,60.4
36,LAYER10/1-3,2737.2,2738.8,1.6,OIL,1.6,17.7,1.98,58.1
36,LAYER10/1-3,2747.6,2748.2,0.6,OIL,0.6,14.5,1.34,65.4
36,LAYER10/1-3,2749.6,2750.8,1.2,OIL,1.2,16.55,1.67,63.7
36,LAYER10/1-3,2755.0,2758.0,3.0,OIL,3.0,17.95,2.99,59.35
36,LAYER10/1-3,2758.6,2760.2,1.6,OIL,1.6,16.7,2.21,60.7
37,LAYER10/4,2890.4,2891.0,0.6,OIL,0.6,18.6,4.24,42.56
37,LAYER10/4,2891.3,2891.7,0.4,OIL,0.1,19.01,1.7,48.68
37,LAYER10/4,2892.4,2893.4,1.0,OIL,0.89,19.53,3.01,40.51
37,LAYER10/4,2897.4,2898.4,1.0,OIL,1.0,15.99,0.71,49.46
38,LAYER10/4,2673.4,2674.2,0.8,OIL,0.8,17.9,3.75,43.77
38,LAYER10/4,2675.6,2677.2,1.6,OIL,0.19,16.83,1.77,43.97
38,LAYER10/4,2677.2,2677.8,0.6,OIL,0.4,19.18,4.93,39.64
38,LAYER10/4,2677.8,2683.4,5.6,OIL,5.6,18.89,3.23,43.17
38,LAYER10/4,2683.4,2684.2,0.8,OIL,0.8,20.33,2.71,46.82
38,LAYER10/4,2684.2,2686.4,2.2,OIL,2.2,19.56,6.14,39.16
38,LAYER10/4,2687.6,2688.4,0.8,OIL,0.5,17.06,2.83,47.53
39,LAYER10/4,2589.7,2590.2,0.5,OIL,0.5,17.77,3.26,36.97
39,LAYER10/4,2590.2,2591.0,0.8,OIL,0.8,17.85,5.24,33.81
39,LAYER10/4,2591.5,2591.9,0.4,OIL,0.4,17.55,1.13,43.48
40,LAYER10/4,2767.4,2768.6,1.2,OIL,0.2,16.54,0.55,58.38
40,LAYER10/4,2769.0,2770.8,1.8,OIL,1.1,17.25,3.01,45.08
40,LAYER10/4,2774.6,2776.2,1.6,OIL,0.8,15.97,0.51,58.89
41,LAYER10/4,2698.4,2699.8,1.4,OIL,1.4,18.13,1.45,52.1
41,LAYER10/4,2700.2,2702.6,2.4,OIL,2.4,18.98,3.86,41.2
42,LAYER10/4,2765.8,2767.2,1.4,OIL,0.95,15.86,0.84,56.2
42,LAYER10/4,2770.2,2772.4,2.2,OIL,1.99,15.99,0.57,58.14
43,LAYER10/4,2770.2,2771.0,0.8,OIL,0.8,16.19,1.22,48.82
43,LAYER10/4,2771.4,2772.0,0.6,OIL,0.6,16.46,0.73,52.32
43,LAYER10/4,2772.4,2773.4,1.0,OIL,1.0,16.17,1.98,47.41
43,LAYER10/4,2773.4,2775.0,1.6,OIL,1.6,17.12,1.43,46.39
43,LAYER10/4,2775.6,2780.4,4.8,OIL,3.07,16.56,1.15,46.24
44,LAYER10/4,2593.6,2594.4,0.8,OIL,0.5,15.95,2.12,64.2
44,LAYER10/4,2599.3,2602.1,2.8,OIL,2.8,18.79,11.97,59.45
44,LAYER10/4,2610.8,2611.8,1.0,OIL,1.0,15.63,1.9,62.65
45,LAYER10/4,2695.8,2697.0,1.2,OIL,0.3,16.07,1.3,55.0
45,LAYER10/4,2697.0,2698.4,1.4,OIL,1.4,15.19,0.97,51.3
45,LAYER10/4,2698.8,2699.2,0.4,OIL,0.4,15.15,1.1,47.2
45,LAYER10/4,2700.6,2701.6,1.0,OIL,1.0,16.06,0.96,52.4
45,LAYER10/4,2701.6,2702.5,0.9,OIL,0.9,15.98,1.6,48.06
45,LAYER10/4,2702.5,2703.6,1.1,OIL,1.1,16.11,1.39,47.28
46,LAYER11/1,3162.0,3163.0,1.0,OIL,0.1,18.91,1.43,44.74
46,LAYER11/1,3163.4,3166.6,3.2,OIL,3.2,19.12,4.37,36.16
46,LAYER11/1,3166.6,3169.2,2.6,OIL,2.6,19.22,4.03,36.0
46,LAYER11/1,3173.4,3174.0,0.6,OIL,0.6,18.25,0.88,45.74
46,LAYER11/1,3174.0,3177.0,3.0,OIL,2.78,18.99,1.3,42.11
47,LAYER12/1,2588.9,2589.3,0.4,OIL,0.4,16.03,1.05,61.06
47,LAYER12/1,2590.4,2591.8,1.4,OIL,1.4,17.47,3.11,48.37
47,LAYER12/1,2592.2,2593.3,1.1,OIL,1.1,18.61,1.99,51.01
47,LAYER12/1,2594.4,2595.4,1.0,OIL,0.65,17.77,5.59,38.45
47,LAYER12/1,2595.4,2596.2,0.8,OIL,0.8,16.25,1.66,39.83
49,LAYER12/1,2619.8,2620.3,0.4,OIL,0.5,16.04,2.42,47.02
49,LAYER12/1,2621.2,2621.8,0.8,OIL,0.6,18.34,7.29,35.37
49,LAYER12/1,2621.8,2622.4,0.5,OIL,0.6,17.09,2.39,42.23
49,LAYER12/1,2625.6,2626.2,0.6,OIL,0.6,18.0,3.99,40.34
49,LAYER12/1,2627.3,2628.0,0.8,OIL,0.7,18.07,6.42,37.06
49,LAYER12/1,2630.0,2631.0,1.0,OIL,1.0,17.67,2.42,44.44
49,LAYER12/1,2634.0,2635.4,1.4,OIL,1.4,18.27,5.57,41.92
49,LAYER12/1,2635.4,2636.4,1.0,OIL,1.0,18.53,5.7,38.75
49,LAYER12/1,2638.6,2639.3,0.7,OIL,0.7,16.65,1.97,46.88
49,LAYER12/1,2641.2,2642.4,1.2,OIL,1.2,17.36,5.81,35.74
49,LAYER12/1,2642.4,2643.2,0.8,OIL,0.8,17.37,4.98,43.69
49,LAYER12/1,2644.0,2644.8,0.8,OIL,0.8,17.38,3.76,41.2
49,LAYER12/1,2648.3,2650.0,1.7,OIL,1.7,17.14,4.05,43.05
49,LAYER12/1,2652.4,2653.2,0.8,OIL,0.7,18.01,5.63,39.06
49,LAYER12/1,2655.6,2656.2,0.6,OIL,0.6,18.46,5.83,36.28
49,LAYER12/1,2658.6,2659.6,1.0,OIL,1.0,18.12,8.12,37.31
50,LAYER12/1,2915.0,2915.6,0.6,OIL,0.6,18.18,5.78,42.66
50,LAYER12/1,2916.0,2917.0,1.0,OIL,1.0,18.07,5.46,39.52
50,LAYER12/1,2917.4,2918.4,1.0,OIL,0.78,17.77,4.55,41.52
50,LAYER12/1,2926.6,2928.0,1.4,OIL,1.0,18.87,4.62,42.9
50,LAYER12/1,2931.0,2931.6,0.6,OIL,0.6,16.27,1.32,56.61
50,LAYER12/1,2932.6,2933.6,1.0,OIL,1.0,16.12,2.03,48.04
50,LAYER12/1,2934.0,2934.6,0.6,OIL,0.6,16.46,1.9,51.52
50,LAYER12/1,2935.0,2936.0,1.0,OIL,0.7,15.91,1.84,46.9
50,LAYER12/1,2936.4,2937.4,1.0,OIL,1.0,16.18,2.43,45.87
50,LAYER12/1,2938.2,2939.8,1.6,OIL,1.6,16.66,3.03,44.43
50,LAYER12/1,2939.8,2940.6,0.8,OIL,0.8,15.91,1.92,49.92
50,LAYER12/1,2947.6,2948.4,0.8,OIL,0.8,16.93,2.51,44.56
50,LAYER12/1,2949.0,2949.8,0.8,OIL,0.8,17.32,3.0,45.36
50,LAYER12/1,2950.2,2950.8,0.6,OIL,0.6,17.0,2.44,46.51
50,LAYER12/1,2953.0,2953.4,0.4,OIL,0.4,16.93,1.29,53.97
50,LAYER12/1,2954.6,2955.4,0.8,OIL,0.8,17.05,1.22,50.72
51,LAYER12/1,2633.1,2633.5,0.4,OIL,0.4,16.29,1.14,51.74
51,LAYER12/1,2636.0,2636.6,0.6,OIL,0.6,15.24,0.6,62.47
51,LAYER12/1,2637.0,2637.8,0.8,OIL,0.8,16.77,1.71,50.06
51,LAYER12/1,2638.4,2639.2,0.8,OIL,0.8,16.55,1.29,53.19
51,LAYER12/1,2647.8,2648.4,0.6,OIL,0.6,16.38,1.6,48.38
51,LAYER12/1,2648.8,2649.6,0.8,OIL,0.8,16.42,1.59,47.74
51,LAYER12/1,2652.6,2653.8,1.2,OIL,1.2,16.49,1.17,49.26
51,LAYER12/1,2656.4,2657.0,0.6,OIL,0.6,16.27,1.64,49.67
51,LAYER12/1,2657.0,2657.8,0.8,OIL,0.8,15.94,1.67,51.06
51,LAYER12/1,2657.8,2658.6,0.8,OIL,0.8,15.96,1.26,50.91
51,LAYER12/1,2659.0,2660.0,1.0,OIL,1.0,16.36,1.38,51.81
51,LAYER12/1,2680.5,2681.6,1.1,OIL,1.1,15.91,1.22,52.91
52,LAYER12/1,2602.8,2604.0,1.2,OIL,1.1,15.75,1.27,56.49
53,LAYER12/1,2678.6,2679.4,0.8,OIL,0.8,17.62,3.74,40.0
53,LAYER12/1,2679.4,2682.8,3.4,OIL,3.4,19.78,8.42,36.74
53,LAYER12/1,2683.4,2684.2,0.8,OIL,0.8,18.06,5.38,42.55
53,LAYER12/1,2684.8,2685.4,0.6,OIL,0.6,18.06,4.76,35.8
53,LAYER12/1,2690.4,2691.4,1.0,OIL,1.0,16.98,2.19,42.45
53,LAYER12/1,2691.8,2692.4,0.6,OIL,0.6,16.75,1.74,44.0
53,LAYER12/1,2694.0,2694.6,0.6,OIL,0.6,16.24,1.83,48.0
53,LAYER12/1,2694.6,2696.2,1.6,OIL,1.55,16.04,2.03,45.1
53,LAYER12/1,2698.2,2699.4,1.2,OIL,1.2,17.34,4.1,41.2
53,LAYER12/1,2700.0,2701.2,1.2,OIL,1.2,16.72,2.5,45.45
53,LAYER12/1,2703.6,2705.2,1.6,OIL,1.6,16.87,2.25,46.9
53,LAYER12/1,2706.2,2707.0,0.8,OIL,0.8,17.27,3.09,42.7
53,LAYER12/1,2707.4,2707.8,0.4,OIL,0.4,16.59,1.67,44.0
53,LAYER12/1,2708.4,2709.2,0.8,OIL,0.73,16.7,1.62,48.05
53,LAYER12/1,2711.4,2712.6,1.2,OIL,1.2,17.28,4.58,42.36
53,LAYER12/1,2714.0,2715.0,1.0,OIL,1.0,16.05,1.75,48.7
53,LAYER12/1,2715.6,2716.3,0.7,OIL,0.7,16.23,1.92,46.75
53,LAYER12/1,2723.8,2725.2,1.4,OIL,1.3,17.82,5.47,40.1
53,LAYER12/1,2726.2,2727.4,1.2,OIL,1.2,18.22,4.1,40.66
53,LAYER12/1,2727.4,2728.6,1.2,OIL,1.2,17.16,2.55,44.15
53,LAYER12/1,2728.9,2729.7,0.8,OIL,0.8,18.02,4.56,37.75
53,LAYER12/1,2730.1,2730.5,0.4,OIL,0.39,19.4,5.99,40.5
54,LAYER12/1,2580.6,2581.2,0.6,OIL,0.6,17.43,1.45,51.7
54,LAYER12/1,2583.0,2583.6,0.6,OIL,0.6,17.11,4.83,45.6
54,LAYER12/1,2602.4,2602.8,0.4,OIL,0.4,16.7,3.05,41.2
54,LAYER12/1,2605.0,2605.8,0.8,OIL,0.8,17.14,3.48,45.9
54,LAYER12/1,2607.2,2608.0,0.8,OIL,0.8,16.84,3.2,52.5
54,LAYER12/1,2614.4,2615.2,0.8,OIL,0.8,17.8,8.28,33.65
54,LAYER12/1,2615.2,2616.4,1.2,OIL,1.2,18.21,2.64,47.1
54,LAYER12/1,2619.0,2619.9,0.9,OIL,0.9,18.29,7.95,36.0
54,LAYER12/1,2623.4,2624.0,0.6,OIL,0.6,17.68,2.04,55.3
54,LAYER12/1,2630.2,2632.1,1.9,OIL,1.9,18.53,6.08,46.1
54,LAYER12/1,2639.4,2641.5,2.1,OIL,2.1,17.26,1.83,39.8
55,LAYER12/1,2626.0,2626.6,0.6,OIL,0.14,17.48,4.29,38.05
55,LAYER12/1,2635.4,2636.2,0.8,OIL,0.8,15.68,2.25,42.25
55,LAYER12/1,2636.6,2637.4,0.8,OIL,0.8,15.83,2.13,47.24
55,LAYER12/1,2640.0,2641.0,1.0,OIL,1.0,15.02,2.44,43.15
55,LAYER12/1,2641.0,2641.6,0.6,OIL,0.6,16.45,4.69,40.5
55,LAYER12/1,2641.6,2643.8,2.2,OIL,1.61,18.58,6.95,37.8
55,LAYER12/1,2649.0,2650.0,1.0,OIL,0.5,17.05,2.15,42.89
55,LAYER12/1,2656.0,2657.0,1.0,OIL,1.0,16.23,1.16,46.91
55,LAYER12/1,2658.4,2659.6,1.2,OIL,1.2,16.56,1.34,44.26
55,LAYER12/1,2660.4,2661.0,0.6,OIL,0.6,16.8,4.56,37.89
55,LAYER12/1,2665.8,2666.2,0.4,OIL,0.34,16.63,1.66,48.11
55,LAYER12/1,2666.6,2668.0,1.4,OIL,1.04,16.43,3.37,39.43
56,LAYER12/1,2626.8,2627.6,0.8,OIL,0.6,17.1,2.0,59.0
56,LAYER12/1,2630.4,2631.4,1.0,OIL,1.0,17.94,1.8,59.06
56,LAYER12/1,2638.8,2639.4,0.6,OIL,0.6,17.5,1.4,64.5
56,LAYER12/1,2643.4,2644.0,0.6,OIL,0.6,17.4,1.7,63.3
56,LAYER12/1,2644.6,2646.2,1.6,OIL,1.6,17.9,1.2,63.0
57,LAYER12/1,2635.0,2635.6,0.6,OIL,0.5,16.7,0.96,42.1
