0
"[-8002.84, '[Well, Layer, Top, Bot, Gross, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible]', ""[('Well', 'Water Saturation Irreducible'), ('Layer', 'Saturation'), ('Layer', 'Porosity'), ('Top', 'NetPay'), ('Bot', 'Porosity'), ('Gross', 'Top'), ('Saturation', 'Well'), ('Saturation', 'Permeability'), ('Porosity', 'Water Saturation Irreducible'), ('Permeability', 'Water Saturation Irreducible'), ('Water Saturation Irreducible', 'Gross')]""]"
"[-7754.6, '[Well, Top, Bot, Gross, Saturation, NetPay, Permeability, Water Saturation Irreducible, Layer, Porosity]', ""[('Top', 'Water Saturation Irreducible'), ('Top', 'Porosity'), ('Bot', 'Gross'), ('Gross', 'Well'), ('Gross', 'Top'), ('Gross', 'NetPay'), ('Gross', 'Porosity'), ('Saturation', 'Well'), ('Permeability', 'Water Saturation Irreducible'), ('Water Saturation Irreducible', 'Well'), ('Water Saturation Irreducible', 'NetPay'), ('Layer', 'NetPay'), ('Porosity', 'Well'), ('Porosity', 'Water Saturation Irreducible')]""]"
"[-8216.45, '[Well, Layer, Top, Bot, Gross, Saturation, Porosity, Permeability, NetPay, Water Saturation Irreducible]', ""[('Well', 'Saturation'), ('Layer', 'Porosity'), ('Bot', 'Gross'), ('Gross', 'Permeability'), ('Gross', 'Water Saturation Irreducible'), ('Saturation', 'Permeability'), ('Saturation', 'Water Saturation Irreducible'), ('Porosity', 'Bot'), ('Porosity', 'Gross'), ('NetPay', 'Top')]""]"
"[-7699.99, '[Well, Top, Bot, Gross, Saturation, Porosity, Water Saturation Irreducible, Permeability, NetPay, Layer]', ""[('Well', 'Bot'), ('Well', 'Permeability'), ('Top', 'Bot'), ('Bot', 'Permeability'), ('Bot', 'NetPay'), ('Saturation', 'Layer'), ('Water Saturation Irreducible', 'Gross'), ('Permeability', 'NetPay'), ('NetPay', 'Water Saturation Irreducible'), ('Layer', 'Bot'), ('Layer', 'Porosity')]""]"
"[-8129.36, '[Well, Layer, Top, Gross, Porosity, Permeability, Water Saturation Irreducible, NetPay, Bot, Saturation]', ""[('Layer', 'Saturation'), ('Gross', 'Top'), ('Gross', 'Water Saturation Irreducible'), ('Porosity', 'Gross'), ('Porosity', 'NetPay'), ('Porosity', 'Bot'), ('Water Saturation Irreducible', 'NetPay'), ('NetPay', 'Top'), ('NetPay', 'Permeability'), ('Bot', 'Permeability'), ('Saturation', 'Well'), ('Saturation', 'NetPay')]""]"
"[-7579.3, '[Well, Layer, Top, Bot, Gross, Saturation, NetPay, Permeability, Water Saturation Irreducible, Porosity]', ""[('Layer', 'Gross'), ('Layer', 'Water Saturation Irreducible'), ('Top', 'Bot'), ('Bot', 'Gross'), ('Gross', 'Permeability'), ('Saturation', 'Well'), ('NetPay', 'Porosity'), ('Permeability', 'NetPay'), ('Water Saturation Irreducible', 'Bot')]""]"
"[-8073.59, '[Well, Layer, Top, Gross, Saturation, Water Saturation Irreducible, Porosity, Bot, NetPay, Permeability]', ""[('Well', 'NetPay'), ('Layer', 'Gross'), ('Layer', 'Water Saturation Irreducible'), ('Gross', 'Porosity'), ('Gross', 'NetPay'), ('Saturation', 'Porosity'), ('Saturation', 'NetPay'), ('Water Saturation Irreducible', 'Gross'), ('Water Saturation Irreducible', 'NetPay'), ('Porosity', 'NetPay'), ('NetPay', 'Top'), ('NetPay', 'Bot'), ('NetPay', 'Permeability')]""]"
"[-7853.8, '[Well, Layer, Top, Bot, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Gross]', ""[('Well', 'Permeability'), ('Layer', 'Saturation'), ('Top', 'NetPay'), ('Top', 'Permeability'), ('Bot', 'Gross'), ('Saturation', 'NetPay'), ('Porosity', 'Top'), ('Porosity', 'NetPay'), ('Water Saturation Irreducible', 'Gross'), ('Gross', 'Top'), ('Gross', 'NetPay'), ('Gross', 'Permeability')]""]"
"[-7803.13, '[Well, Layer, Top, Bot, Gross, Saturation, Permeability, Water Saturation Irreducible, NetPay, Porosity]', ""[('Well', 'Saturation'), ('Layer', 'Gross'), ('Layer', 'NetPay'), ('Top', 'Water Saturation Irreducible'), ('Bot', 'Porosity'), ('Gross', 'NetPay'), ('Gross', 'Porosity'), ('Saturation', 'Permeability'), ('Permeability', 'Gross'), ('NetPay', 'Top')]""]"
"[-8202.5, '[Well, Layer, Top, Bot, Gross, Saturation, Porosity, Permeability, Water Saturation Irreducible, NetPay]', ""[('Well', 'Saturation'), ('Layer', 'Saturation'), ('Top', 'NetPay'), ('Gross', 'Permeability'), ('Saturation', 'Gross'), ('Porosity', 'Top'), ('Porosity', 'Bot'), ('Water Saturation Irreducible', 'NetPay'), ('NetPay', 'Well')]""]"
