0
"[-7854.54, '[Layer, Top, Bot, Gross, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Well]', ""[('Layer', 'Porosity'), ('Bot', 'Gross'), ('Gross', 'Porosity'), ('Saturation', 'Water Saturation Irreducible'), ('NetPay', 'Top'), ('Permeability', 'Porosity'), ('Well', 'Top')]""]"
"[-7958.94, '[Well, Layer, Top, Bot, Gross, Saturation, NetPay, Porosity, Water Saturation Irreducible, Permeability]', ""[('Well', 'NetPay'), ('Layer', 'NetPay'), ('Top', 'Porosity'), ('Bot', 'Gross'), ('Gross', 'NetPay'), ('Gross', 'Permeability'), ('Saturation', 'Layer'), ('Saturation', 'NetPay'), ('NetPay', 'Porosity'), ('Water Saturation Irreducible', 'Gross')]""]"
"[-8074.34, '[Layer, Top, Bot, Gross, Saturation, NetPay, Porosity, Permeability, Well, Water Saturation Irreducible]', ""[('Layer', 'Gross'), ('Layer', 'Porosity'), ('Top', 'NetPay'), ('Bot', 'Permeability'), ('Saturation', 'Well'), ('NetPay', 'Permeability'), ('NetPay', 'Water Saturation Irreducible'), ('Water Saturation Irreducible', 'Gross')]""]"
"[-8096.42, '[Well, Layer, Top, Bot, Gross, Saturation, NetPay, Permeability, Water Saturation Irreducible, Porosity]', ""[('Bot', 'Gross'), ('Saturation', 'Well'), ('Saturation', 'Layer'), ('Saturation', 'Porosity'), ('NetPay', 'Top'), ('NetPay', 'Bot'), ('Permeability', 'Gross'), ('Permeability', 'NetPay'), ('Water Saturation Irreducible', 'Top'), ('Porosity', 'NetPay')]""]"
"[-8054.38, '[Well, Layer, Bot, Gross, Saturation, NetPay, Porosity, Water Saturation Irreducible, Top, Permeability]', ""[('Well', 'Permeability'), ('Layer', 'Porosity'), ('Layer', 'Water Saturation Irreducible'), ('Bot', 'Gross'), ('Bot', 'Permeability'), ('Gross', 'Top'), ('Gross', 'Permeability'), ('Saturation', 'Water Saturation Irreducible'), ('NetPay', 'Bot'), ('Porosity', 'NetPay'), ('Water Saturation Irreducible', 'Gross')]""]"
"[-8108.74, '[Well, Layer, Top, Bot, Gross, Saturation, NetPay, Permeability, Water Saturation Irreducible, Porosity]', ""[('Layer', 'Saturation'), ('Top', 'Water Saturation Irreducible'), ('Bot', 'NetPay'), ('Bot', 'Water Saturation Irreducible'), ('Gross', 'Bot'), ('Saturation', 'Well'), ('Saturation', 'NetPay'), ('Saturation', 'Porosity'), ('NetPay', 'Top'), ('NetPay', 'Permeability'), ('NetPay', 'Water Saturation Irreducible'), ('Porosity', 'Gross')]""]"
"[-7461.77, '[Well, Layer, Bot, Gross, Saturation, NetPay, Water Saturation Irreducible, Porosity, Permeability, Top]', ""[('Well', 'Permeability'), ('Well', 'Top'), ('Bot', 'Gross'), ('Gross', 'NetPay'), ('Gross', 'Porosity'), ('Saturation', 'Layer'), ('NetPay', 'Top'), ('Water Saturation Irreducible', 'Gross'), ('Porosity', 'Top')]""]"
"[-8013.94, '[Well, Layer, Top, Bot, NetPay, Permeability, Water Saturation Irreducible, Gross, Saturation, Porosity]', ""[('Well', 'Gross'), ('Well', 'Porosity'), ('Layer', 'NetPay'), ('Layer', 'Water Saturation Irreducible'), ('Layer', 'Porosity'), ('Top', 'NetPay'), ('Bot', 'Gross'), ('Permeability', 'Porosity'), ('Water Saturation Irreducible', 'Gross'), ('Gross', 'Porosity'), ('Saturation', 'Layer'), ('Porosity', 'Top')]""]"
"[-8222.53, '[Well, Layer, Top, Bot, Gross, Saturation, Porosity, Permeability, Water Saturation Irreducible, NetPay]', ""[('Well', 'Saturation'), ('Layer', 'Saturation'), ('Layer', 'Porosity'), ('Top', 'Permeability'), ('Bot', 'Gross'), ('Gross', 'Porosity'), ('Gross', 'Permeability'), ('Saturation', 'Porosity'), ('Porosity', 'Top'), ('Water Saturation Irreducible', 'Gross'), ('NetPay', 'Water Saturation Irreducible')]""]"
"[-8024.4, '[Well, Layer, Top, Bot, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Gross]', ""[('Layer', 'Saturation'), ('Layer', 'Porosity'), ('Bot', 'Porosity'), ('Bot', 'Gross'), ('Saturation', 'Gross'), ('NetPay', 'Well'), ('Porosity', 'Well'), ('Porosity', 'Top'), ('Porosity', 'NetPay'), ('Porosity', 'Gross'), ('Permeability', 'Porosity'), ('Water Saturation Irreducible', 'Porosity'), ('Gross', 'Well')]""]"
