0
"[-7539.83, '[Layer, Top, Bot, Gross, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Well]', ""[('Layer', 'Porosity'), ('Bot', 'Gross'), ('Gross', 'NetPay'), ('Gross', 'Permeability'), ('Saturation', 'Layer'), ('Saturation', 'Water Saturation Irreducible'), ('Permeability', 'Top'), ('Well', 'Gross')]""]"
"[-7501.14, '[Well, Layer, Top, Bot, Gross, Saturation, Porosity, Permeability, Water Saturation Irreducible, NetPay]', ""[('Well', 'Permeability'), ('Layer', 'Porosity'), ('Top', 'Permeability'), ('Bot', 'Gross'), ('Gross', 'NetPay'), ('Saturation', 'Well'), ('Saturation', 'Layer'), ('Saturation', 'Water Saturation Irreducible'), ('Water Saturation Irreducible', 'Gross')]""]"
"[-7767.02, '[Well, Layer, Top, Bot, Gross, NetPay, Porosity, Water Saturation Irreducible, Saturation, Permeability]', ""[('Well', 'Bot'), ('Top', 'Bot'), ('Top', 'Water Saturation Irreducible'), ('Bot', 'Gross'), ('NetPay', 'Top'), ('NetPay', 'Porosity'), ('Porosity', 'Bot'), ('Water Saturation Irreducible', 'Gross'), ('Water Saturation Irreducible', 'Porosity'), ('Saturation', 'Well'), ('Saturation', 'Layer'), ('Permeability', 'Water Saturation Irreducible')]""]"
"[-8098.29, '[Well, Bot, Gross, Saturation, NetPay, Porosity, Water Saturation Irreducible, Permeability, Layer, Top]', ""[('Bot', 'Gross'), ('Saturation', 'Well'), ('NetPay', 'Water Saturation Irreducible'), ('NetPay', 'Permeability'), ('Porosity', 'Top'), ('Water Saturation Irreducible', 'Gross'), ('Layer', 'Porosity'), ('Top', 'NetPay')]""]"
"[-7936.06, '[Layer, Top, Bot, Gross, NetPay, Porosity, Permeability, Water Saturation Irreducible, Well, Saturation]', ""[('Layer', 'Gross'), ('Layer', 'Water Saturation Irreducible'), ('Top', 'NetPay'), ('Bot', 'Gross'), ('Gross', 'NetPay'), ('Gross', 'Permeability'), ('Porosity', 'Top'), ('Porosity', 'NetPay'), ('Well', 'Permeability'), ('Well', 'Saturation')]""]"
"[-8063.65, '[Well, Top, Gross, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Bot, Layer]', ""[('Well', 'Saturation'), ('Top', 'NetPay'), ('Porosity', 'NetPay'), ('Permeability', 'Water Saturation Irreducible'), ('Water Saturation Irreducible', 'Gross'), ('Bot', 'Water Saturation Irreducible'), ('Layer', 'Porosity')]""]"
"[-7573.34, '[Well, Top, Bot, Gross, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Layer]', ""[('Well', 'Top'), ('Well', 'Gross'), ('Top', 'NetPay'), ('Bot', 'Gross'), ('Gross', 'Top'), ('Gross', 'NetPay'), ('Gross', 'Permeability'), ('Saturation', 'Water Saturation Irreducible'), ('Saturation', 'Layer'), ('Water Saturation Irreducible', 'Top'), ('Layer', 'Porosity')]""]"
"[-8096.97, '[Well, Layer, Top, Bot, Gross, Saturation, NetPay, Porosity, Water Saturation Irreducible, Permeability]', ""[('Well', 'Top'), ('Well', 'Saturation'), ('Bot', 'Gross'), ('Bot', 'Porosity'), ('Gross', 'Water Saturation Irreducible'), ('Saturation', 'Layer'), ('Saturation', 'Porosity'), ('Saturation', 'Water Saturation Irreducible'), ('Saturation', 'Permeability'), ('NetPay', 'Top'), ('Porosity', 'Gross'), ('Water Saturation Irreducible', 'NetPay'), ('Permeability', 'NetPay')]""]"
"[-7625.69, '[Well, Layer, Top, Bot, Gross, Saturation, Porosity, Permeability, Water Saturation Irreducible, NetPay]', ""[('Well', 'Permeability'), ('Layer', 'Saturation'), ('Layer', 'NetPay'), ('Bot', 'Porosity'), ('Gross', 'NetPay'), ('Saturation', 'Permeability'), ('Porosity', 'Gross'), ('Water Saturation Irreducible', 'Top'), ('Water Saturation Irreducible', 'Gross')]""]"
"[-7758.04, '[Well, Layer, Top, Bot, Gross, Saturation, NetPay, Permeability, Water Saturation Irreducible, Porosity]', ""[('Well', 'Gross'), ('Layer', 'NetPay'), ('Layer', 'Porosity'), ('Bot', 'Porosity'), ('Gross', 'NetPay'), ('Saturation', 'Water Saturation Irreducible'), ('NetPay', 'Water Saturation Irreducible'), ('Permeability', 'Porosity'), ('Water Saturation Irreducible', 'Top'), ('Porosity', 'Gross'), ('Porosity', 'NetPay')]""]"
