0
"[-6841.4, '[Well, Top, Bot, Gross, Saturation, Porosity, Permeability, Water Saturation Irreducible, Layer, NetPay]', ""[('Well', 'Gross'), ('Top', 'Bot'), ('Bot', 'Gross'), ('Gross', 'NetPay'), ('Saturation', 'Water Saturation Irreducible'), ('Porosity', 'Bot'), ('Permeability', 'Well'), ('Water Saturation Irreducible', 'Gross'), ('Layer', 'Well')]""]"
"[-8118.88, '[Well, Layer, Top, Bot, Gross, Saturation, NetPay, Water Saturation Irreducible, Permeability, Porosity]', ""[('Layer', 'Saturation'), ('Layer', 'Water Saturation Irreducible'), ('Top', 'NetPay'), ('Bot', 'Gross'), ('Gross', 'Well'), ('Saturation', 'Permeability'), ('NetPay', 'Bot'), ('NetPay', 'Porosity'), ('Water Saturation Irreducible', 'Gross'), ('Permeability', 'Well'), ('Permeability', 'NetPay'), ('Porosity', 'Well')]""]"
"[-7767.49, '[Layer, Bot, Gross, Saturation, Permeability, Water Saturation Irreducible, Top, Porosity, Well, NetPay]', ""[('Saturation', 'Layer'), ('Saturation', 'Bot'), ('Saturation', 'Well'), ('Permeability', 'Water Saturation Irreducible'), ('Water Saturation Irreducible', 'Gross'), ('Top', 'Bot'), ('Top', 'Gross'), ('Porosity', 'Bot'), ('Well', 'Bot'), ('NetPay', 'Porosity')]""]"
"[-8102.19, '[Well, Layer, Top, Gross, Saturation, NetPay, Porosity, Water Saturation Irreducible, Permeability, Bot]', ""[('Layer', 'Saturation'), ('Layer', 'Porosity'), ('Layer', 'Water Saturation Irreducible'), ('Gross', 'Porosity'), ('Saturation', 'Well'), ('Saturation', 'Top'), ('Saturation', 'Porosity'), ('Porosity', 'NetPay'), ('Water Saturation Irreducible', 'Gross'), ('Water Saturation Irreducible', 'NetPay'), ('Permeability', 'Top'), ('Permeability', 'NetPay'), ('Bot', 'Gross')]""]"
"[-7312.04, '[Well, Layer, Top, Bot, Gross, Saturation, Porosity, Permeability, Water Saturation Irreducible, NetPay]', ""[('Well', 'Bot'), ('Well', 'Gross'), ('Layer', 'Bot'), ('Layer', 'Porosity'), ('Top', 'Bot'), ('Bot', 'Porosity'), ('Bot', 'Permeability'), ('Gross', 'NetPay'), ('Saturation', 'Well'), ('Porosity', 'NetPay'), ('Water Saturation Irreducible', 'Gross')]""]"
"[-7876.58, '[Well, Layer, Top, Bot, Gross, NetPay, Porosity, Permeability, Water Saturation Irreducible, Saturation]', ""[('Well', 'Top'), ('Layer', 'NetPay'), ('Bot', 'Gross'), ('Gross', 'Permeability'), ('NetPay', 'Porosity'), ('NetPay', 'Permeability'), ('Porosity', 'Top'), ('Permeability', 'Porosity'), ('Water Saturation Irreducible', 'Gross'), ('Water Saturation Irreducible', 'Porosity'), ('Saturation', 'Water Saturation Irreducible')]""]"
"[-7437.89, '[Layer, Top, Gross, Saturation, Porosity, Permeability, Water Saturation Irreducible, NetPay, Well, Bot]', ""[('Layer', 'Saturation'), ('Layer', 'Porosity'), ('Layer', 'Water Saturation Irreducible'), ('Layer', 'NetPay'), ('Top', 'Bot'), ('Gross', 'Water Saturation Irreducible'), ('Gross', 'NetPay'), ('Saturation', 'Water Saturation Irreducible'), ('Permeability', 'Water Saturation Irreducible'), ('Permeability', 'Bot'), ('NetPay', 'Porosity'), ('Well', 'Bot'), ('Bot', 'Gross')]""]"
"[-8012.19, '[Well, Layer, Top, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Gross, Bot]', ""[('Well', 'NetPay'), ('Layer', 'Saturation'), ('Layer', 'Porosity'), ('Saturation', 'Well'), ('Saturation', 'Permeability'), ('Saturation', 'Water Saturation Irreducible'), ('Saturation', 'Bot'), ('NetPay', 'Top'), ('Porosity', 'Well'), ('Porosity', 'Bot'), ('Permeability', 'Well'), ('Water Saturation Irreducible', 'Gross'), ('Water Saturation Irreducible', 'Bot'), ('Bot', 'Gross')]""]"
"[-7860.52, '[Well, Layer, Top, Gross, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Bot]', ""[('Well', 'NetPay'), ('Layer', 'Porosity'), ('Gross', 'NetPay'), ('Saturation', 'Well'), ('Saturation', 'Layer'), ('Saturation', 'Water Saturation Irreducible'), ('Porosity', 'Top'), ('Permeability', 'Well'), ('Water Saturation Irreducible', 'Gross'), ('Bot', 'Gross')]""]"
"[-8041.63, '[Well, Layer, Top, Bot, Gross, NetPay, Porosity, Water Saturation Irreducible, Saturation, Permeability]', ""[('Well', 'Porosity'), ('Layer', 'Porosity'), ('Layer', 'Water Saturation Irreducible'), ('Layer', 'Saturation'), ('Top', 'Porosity'), ('Bot', 'Gross'), ('Gross', 'Permeability'), ('NetPay', 'Top'), ('NetPay', 'Permeability'), ('Water Saturation Irreducible', 'NetPay'), ('Saturation', 'Top'), ('Permeability', 'Porosity')]""]"
