0
"[-8565.22, '[Well, Layer, Top, Gross, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Bot]', ""[('Well', 'Saturation'), ('Layer', 'Permeability'), ('Gross', 'Water Saturation Irreducible'), ('Saturation', 'Permeability'), ('Saturation', 'Water Saturation Irreducible'), ('NetPay', 'Bot'), ('Porosity', 'Top'), ('Porosity', 'Gross'), ('Permeability', 'Top'), ('Bot', 'Porosity'), ('Bot', 'Water Saturation Irreducible')]""]"
"[-983917.07, '[Well, Layer, Top, Bot, Gross, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible]', ""[('Well', 'Saturation'), ('Well', 'NetPay'), ('Well', 'Porosity'), ('Layer', 'Porosity'), ('Layer', 'Water Saturation Irreducible'), ('Bot', 'Gross'), ('Bot', 'Porosity'), ('Gross', 'NetPay'), ('Gross', 'Porosity'), ('Gross', 'Permeability'), ('Gross', 'Water Saturation Irreducible'), ('Saturation', 'NetPay'), ('NetPay', 'Top'), ('Porosity', 'NetPay'), ('Permeability', 'NetPay'), ('Permeability', 'Porosity'), ('Water Saturation Irreducible', 'Top')]""]"
"[-8251.31, '[Well, Layer, Bot, Gross, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Top]', ""[('Well', 'Saturation'), ('Layer', 'Bot'), ('Bot', 'Porosity'), ('Gross', 'NetPay'), ('Gross', 'Water Saturation Irreducible'), ('Saturation', 'Gross'), ('Saturation', 'Permeability'), ('Saturation', 'Water Saturation Irreducible'), ('NetPay', 'Bot'), ('NetPay', 'Top'), ('Permeability', 'Gross'), ('Permeability', 'Water Saturation Irreducible'), ('Water Saturation Irreducible', 'NetPay')]""]"
"[-8584.83, '[Well, Layer, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Gross, Bot, Top]', ""[('Layer', 'Saturation'), ('Layer', 'Water Saturation Irreducible'), ('Saturation', 'Well'), ('NetPay', 'Permeability'), ('Porosity', 'NetPay'), ('Porosity', 'Permeability'), ('Water Saturation Irreducible', 'Bot'), ('Gross', 'Water Saturation Irreducible'), ('Gross', 'Bot'), ('Bot', 'Porosity'), ('Top', 'NetPay'), ('Top', 'Gross')]""]"
"[-7833.08, '[Well, Layer, Top, Bot, Gross, NetPay, Porosity, Permeability, Water Saturation Irreducible, Saturation]', ""[('Layer', 'Gross'), ('Layer', 'Permeability'), ('Bot', 'NetPay'), ('Bot', 'Porosity'), ('NetPay', 'Water Saturation Irreducible'), ('Porosity', 'Top'), ('Saturation', 'Well')]""]"
"[-8080.94, '[Well, Layer, Bot, Gross, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Top]', ""[('Layer', 'Saturation'), ('Layer', 'Permeability'), ('Gross', 'Water Saturation Irreducible'), ('Gross', 'Top'), ('Saturation', 'Well'), ('NetPay', 'Bot'), ('NetPay', 'Porosity'), ('Permeability', 'Gross'), ('Water Saturation Irreducible', 'Top'), ('Top', 'NetPay')]""]"
"[-8582.51, '[Layer, Top, Bot, Gross, NetPay, Porosity, Permeability, Water Saturation Irreducible, Well, Saturation]', ""[('Layer', 'Water Saturation Irreducible'), ('Gross', 'Top'), ('Gross', 'Bot'), ('Porosity', 'Gross'), ('Porosity', 'NetPay'), ('Water Saturation Irreducible', 'Gross'), ('Water Saturation Irreducible', 'NetPay'), ('Well', 'Saturation'), ('Saturation', 'NetPay'), ('Saturation', 'Porosity'), ('Saturation', 'Permeability')]""]"
"[-33271.19, '[Well, Layer, Top, Bot, Gross, NetPay, Porosity, Permeability, Water Saturation Irreducible, Saturation]', ""[('Well', 'Top'), ('Well', 'Saturation'), ('Layer', 'Saturation'), ('Top', 'NetPay'), ('Top', 'Water Saturation Irreducible'), ('Gross', 'Bot'), ('NetPay', 'Bot'), ('NetPay', 'Water Saturation Irreducible'), ('Porosity', 'Top'), ('Porosity', 'Gross'), ('Permeability', 'Top'), ('Saturation', 'Gross'), ('Saturation', 'Porosity')]""]"
"[-8076.69, '[Well, Layer, Top, Bot, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Gross]', ""[('Layer', 'Permeability'), ('Layer', 'Gross'), ('Top', 'NetPay'), ('Bot', 'Water Saturation Irreducible'), ('Saturation', 'Well'), ('Water Saturation Irreducible', 'Gross'), ('Gross', 'Top'), ('Gross', 'Porosity')]""]"
"[-8104.71, '[Well, Layer, Top, Bot, Gross, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible]', ""[('Well', 'Saturation'), ('Layer', 'NetPay'), ('Layer', 'Water Saturation Irreducible'), ('Bot', 'Porosity'), ('Gross', 'Top'), ('NetPay', 'Bot'), ('NetPay', 'Water Saturation Irreducible'), ('Permeability', 'Gross')]""]"
