0
"[-7441.43, '[Well, Layer, Top, Bot, Gross, Saturation, Porosity, Permeability, Water Saturation Irreducible, NetPay]', ""[('Layer', 'Permeability'), ('Layer', 'NetPay'), ('Top', 'Bot'), ('Bot', 'Gross'), ('Bot', 'Porosity'), ('Saturation', 'Well'), ('Saturation', 'Gross'), ('Saturation', 'Water Saturation Irreducible'), ('NetPay', 'Bot')]""]"
"[-155091.11, '[Well, Layer, Top, Gross, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Bot]', ""[('Well', 'Top'), ('Well', 'Saturation'), ('Layer', 'Top'), ('Layer', 'Saturation'), ('Gross', 'Top'), ('Gross', 'Bot'), ('Saturation', 'Gross'), ('NetPay', 'Water Saturation Irreducible'), ('Permeability', 'Top'), ('Permeability', 'NetPay'), ('Bot', 'NetPay'), ('Bot', 'Porosity')]""]"
"[-55588.28, '[Top, Gross, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Bot, Layer, Well]', ""[('Top', 'Bot'), ('Gross', 'NetPay'), ('Gross', 'Water Saturation Irreducible'), ('Saturation', 'Porosity'), ('Saturation', 'Bot'), ('Porosity', 'Gross'), ('Permeability', 'Bot'), ('Bot', 'Porosity'), ('Layer', 'Permeability'), ('Layer', 'Water Saturation Irreducible'), ('Well', 'Bot')]""]"
"[-9706.96, '[Well, Layer, Top, Bot, NetPay, Porosity, Water Saturation Irreducible, Permeability, Saturation, Gross]', ""[('Well', 'Gross'), ('Layer', 'Permeability'), ('Top', 'Water Saturation Irreducible'), ('Top', 'Permeability'), ('Bot', 'Porosity'), ('NetPay', 'Water Saturation Irreducible'), ('Porosity', 'NetPay'), ('Saturation', 'Gross'), ('Gross', 'Bot')]""]"
"[-8646.52, '[Well, Layer, Top, Bot, Gross, Saturation, NetPay, Porosity, Water Saturation Irreducible, Permeability]', ""[('Top', 'NetPay'), ('Top', 'Water Saturation Irreducible'), ('Bot', 'Porosity'), ('Gross', 'Top'), ('Gross', 'Permeability'), ('Saturation', 'Layer'), ('NetPay', 'Well'), ('NetPay', 'Bot'), ('Permeability', 'NetPay'), ('Permeability', 'Water Saturation Irreducible')]""]"
"[-7880.57, '[Well, Top, Bot, Saturation, Porosity, Permeability, Water Saturation Irreducible, Layer, Gross, NetPay]', ""[('Top', 'Gross'), ('Bot', 'Porosity'), ('Bot', 'NetPay'), ('Saturation', 'Well'), ('Porosity', 'Water Saturation Irreducible'), ('Permeability', 'Water Saturation Irreducible'), ('Layer', 'Permeability')]""]"
"[-55740.95, '[Well, Layer, Top, Bot, Gross, Saturation, Porosity, Permeability, Water Saturation Irreducible, NetPay]', ""[('Well', 'Bot'), ('Well', 'Porosity'), ('Layer', 'Permeability'), ('Top', 'Bot'), ('Top', 'Gross'), ('Bot', 'Porosity'), ('Bot', 'NetPay'), ('Gross', 'Water Saturation Irreducible'), ('Saturation', 'Gross'), ('Saturation', 'Water Saturation Irreducible'), ('Permeability', 'Gross'), ('Water Saturation Irreducible', 'Bot'), ('NetPay', 'Porosity')]""]"
"[-8176.41, '[Well, Layer, Top, Bot, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Gross]', ""[('Layer', 'Gross'), ('Top', 'NetPay'), ('Bot', 'Porosity'), ('Saturation', 'Well'), ('Porosity', 'Water Saturation Irreducible'), ('Permeability', 'NetPay'), ('Gross', 'Top'), ('Gross', 'Water Saturation Irreducible')]""]"
"[-8952.4, '[Well, Layer, Bot, Gross, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Top]', ""[('Layer', 'NetPay'), ('Bot', 'Gross'), ('Gross', 'Permeability'), ('Gross', 'Water Saturation Irreducible'), ('Saturation', 'Well'), ('Saturation', 'Water Saturation Irreducible'), ('NetPay', 'Bot'), ('NetPay', 'Top'), ('Water Saturation Irreducible', 'Porosity'), ('Top', 'Gross'), ('Top', 'Porosity'), ('Top', 'Permeability'), ('Top', 'Water Saturation Irreducible')]""]"
"[-13072.23, '[Well, Layer, Bot, Gross, Saturation, NetPay, Porosity, Permeability, Top, Water Saturation Irreducible]', ""[('Layer', 'Gross'), ('Layer', 'Water Saturation Irreducible'), ('Bot', 'Porosity'), ('Bot', 'Permeability'), ('Gross', 'Top'), ('Gross', 'Water Saturation Irreducible'), ('Saturation', 'Layer'), ('NetPay', 'Well'), ('Porosity', 'NetPay'), ('Top', 'Well'), ('Water Saturation Irreducible', 'NetPay')]""]"
