0
"[-758.38, '[Well, Layer, Top, Bot, Saturation, NetPay, Porosity, Gross, Water Saturation Irreducible, Permeability]', ""[('Layer', 'NetPay'), ('Top', 'Permeability'), ('Bot', 'Water Saturation Irreducible'), ('Saturation', 'Permeability'), ('NetPay', 'Well'), ('NetPay', 'Top'), ('NetPay', 'Bot'), ('Porosity', 'NetPay'), ('Porosity', 'Permeability'), ('Gross', 'NetPay'), ('Permeability', 'Well')]""]"
"[-676.89, '[Well, Top, Bot, Gross, Saturation, NetPay, Porosity, Water Saturation Irreducible, Layer, Permeability]', ""[('Well', 'Top'), ('Well', 'Water Saturation Irreducible'), ('Top', 'Gross'), ('Top', 'NetPay'), ('Bot', 'Water Saturation Irreducible'), ('Gross', 'NetPay'), ('NetPay', 'Porosity'), ('Porosity', 'Permeability'), ('Water Saturation Irreducible', 'NetPay'), ('Layer', 'Well')]""]"
"[-682.72, '[Well, Layer, Bot, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Gross, Top]', ""[('Well', 'Porosity'), ('Well', 'Top'), ('Layer', 'Well'), ('Bot', 'Water Saturation Irreducible'), ('NetPay', 'Top'), ('Permeability', 'Top'), ('Water Saturation Irreducible', 'NetPay'), ('Water Saturation Irreducible', 'Gross'), ('Gross', 'NetPay'), ('Gross', 'Permeability')]""]"
"[-664.4, '[Well, Layer, Top, Bot, Gross, Saturation, Porosity, Permeability, Water Saturation Irreducible, NetPay]', ""[('Well', 'Top'), ('Layer', 'Well'), ('Bot', 'Gross'), ('Bot', 'Water Saturation Irreducible'), ('Gross', 'NetPay'), ('Saturation', 'Permeability'), ('Porosity', 'Permeability'), ('Permeability', 'Well')]""]"
"[-743.36, '[Well, Layer, Bot, Gross, Saturation, NetPay, Porosity, Water Saturation Irreducible, Top, Permeability]', ""[('Well', 'Porosity'), ('Layer', 'Well'), ('Bot', 'Porosity'), ('Bot', 'Water Saturation Irreducible'), ('Gross', 'NetPay'), ('Gross', 'Top'), ('Porosity', 'Gross'), ('Water Saturation Irreducible', 'Top'), ('Top', 'NetPay'), ('Permeability', 'Gross'), ('Permeability', 'NetPay'), ('Permeability', 'Porosity')]""]"
"[-735.38, '[Well, Top, Bot, Gross, Saturation, Porosity, Permeability, Layer, NetPay, Water Saturation Irreducible]', ""[('Bot', 'Permeability'), ('Bot', 'Water Saturation Irreducible'), ('Porosity', 'Permeability'), ('Permeability', 'Gross'), ('Layer', 'Well'), ('NetPay', 'Top'), ('NetPay', 'Porosity')]""]"
"[-797.3, '[Well, Layer, Top, Bot, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Gross]', ""[('Well', 'NetPay'), ('Well', 'Water Saturation Irreducible'), ('Layer', 'NetPay'), ('Top', 'Gross'), ('NetPay', 'Water Saturation Irreducible'), ('Porosity', 'Well'), ('Permeability', 'Top'), ('Permeability', 'Bot'), ('Gross', 'Bot')]""]"
"[-720.47, '[Well, Layer, Top, Bot, Gross, Saturation, NetPay, Porosity, Water Saturation Irreducible, Permeability]', ""[('Well', 'Top'), ('Layer', 'Well'), ('Gross', 'Permeability'), ('NetPay', 'Bot'), ('NetPay', 'Water Saturation Irreducible'), ('Porosity', 'Well'), ('Water Saturation Irreducible', 'Well')]""]"
"[-711.64, '[Layer, Bot, Gross, Saturation, NetPay, Water Saturation Irreducible, Permeability, Porosity, Well, Top]', ""[('Layer', 'Permeability'), ('Layer', 'Well'), ('Bot', 'NetPay'), ('Gross', 'NetPay'), ('NetPay', 'Well'), ('Permeability', 'Bot'), ('Permeability', 'Top'), ('Well', 'Water Saturation Irreducible'), ('Well', 'Porosity')]""]"
"[-751.14, '[Well, Layer, Bot, Gross, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Top]', ""[('Well', 'Bot'), ('Layer', 'Well'), ('Gross', 'Well'), ('Gross', 'Permeability'), ('Gross', 'Water Saturation Irreducible'), ('NetPay', 'Bot'), ('Porosity', 'Permeability'), ('Permeability', 'Bot'), ('Permeability', 'NetPay'), ('Water Saturation Irreducible', 'Permeability'), ('Top', 'Bot'), ('Top', 'Gross')]""]"
