0
"[-792.33, '[Well, Layer, Top, Bot, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Gross]', ""[('Layer', 'Permeability'), ('Bot', 'Gross'), ('Porosity', 'Well'), ('Permeability', 'Well'), ('Permeability', 'NetPay'), ('Permeability', 'Water Saturation Irreducible'), ('Gross', 'Top')]""]"
"[-717.78, '[Well, Layer, Top, Bot, Gross, Saturation, NetPay, Porosity, Water Saturation Irreducible, Permeability]', ""[('Well', 'Gross'), ('Well', 'Water Saturation Irreducible'), ('Layer', 'Permeability'), ('Top', 'Bot'), ('Bot', 'NetPay'), ('Bot', 'Water Saturation Irreducible'), ('Gross', 'Porosity'), ('NetPay', 'Water Saturation Irreducible')]""]"
"[-748.51, '[Well, Layer, Top, Bot, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Gross]', ""[('Well', 'Water Saturation Irreducible'), ('Layer', 'Permeability'), ('Top', 'NetPay'), ('Bot', 'NetPay'), ('Bot', 'Porosity'), ('Porosity', 'Water Saturation Irreducible'), ('Permeability', 'Gross'), ('Water Saturation Irreducible', 'NetPay'), ('Gross', 'Top'), ('Gross', 'NetPay')]""]"
"[-767.93, '[Well, Layer, Bot, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Gross, Top]', ""[('Well', 'Porosity'), ('Layer', 'Well'), ('Bot', 'Well'), ('Bot', 'Porosity'), ('Bot', 'Water Saturation Irreducible'), ('Saturation', 'Gross'), ('NetPay', 'Well'), ('Permeability', 'NetPay'), ('Permeability', 'Water Saturation Irreducible'), ('Gross', 'Bot'), ('Gross', 'Top'), ('Top', 'Permeability')]""]"
"[-771.76, '[Well, Layer, Bot, Gross, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Top]', ""[('Well', 'Top'), ('Layer', 'Permeability'), ('Layer', 'Top'), ('Bot', 'Water Saturation Irreducible'), ('Gross', 'Porosity'), ('Gross', 'Top'), ('Porosity', 'NetPay'), ('Porosity', 'Water Saturation Irreducible'), ('Permeability', 'Gross'), ('Water Saturation Irreducible', 'Top')]""]"
"[-778.85, '[Well, Top, Bot, Gross, Saturation, NetPay, Porosity, Water Saturation Irreducible, Permeability, Layer]', ""[('Well', 'Gross'), ('Top', 'Permeability'), ('Bot', 'Water Saturation Irreducible'), ('Saturation', 'NetPay'), ('NetPay', 'Well'), ('NetPay', 'Porosity'), ('Porosity', 'Well'), ('Porosity', 'Top'), ('Porosity', 'Permeability'), ('Water Saturation Irreducible', 'Gross'), ('Layer', 'Well')]""]"
"[-758.84, '[Well, Layer, Top, Bot, Gross, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible]', ""[('Layer', 'Well'), ('Top', 'Gross'), ('NetPay', 'Top'), ('Porosity', 'Permeability'), ('Permeability', 'Well'), ('Permeability', 'Bot'), ('Water Saturation Irreducible', 'NetPay')]""]"
"[-790.8, '[Well, Layer, Top, Bot, Gross, Saturation, NetPay, Permeability, Water Saturation Irreducible, Porosity]', ""[('Well', 'Saturation'), ('Layer', 'NetPay'), ('Gross', 'Bot'), ('Saturation', 'Bot'), ('Permeability', 'Top'), ('Permeability', 'Gross'), ('Permeability', 'Water Saturation Irreducible'), ('Water Saturation Irreducible', 'NetPay'), ('Porosity', 'NetPay')]""]"
"[-761.34, '[Layer, Top, Bot, Gross, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Well]', ""[('Layer', 'Well'), ('Top', 'Well'), ('Bot', 'Water Saturation Irreducible'), ('Gross', 'Bot'), ('Gross', 'Permeability'), ('Gross', 'Water Saturation Irreducible'), ('NetPay', 'Well'), ('Permeability', 'Top'), ('Permeability', 'NetPay'), ('Permeability', 'Porosity'), ('Well', 'Porosity'), ('Well', 'Water Saturation Irreducible')]""]"
"[-781.35, '[Well, Layer, Top, Bot, Gross, Saturation, NetPay, Permeability, Water Saturation Irreducible, Porosity]', ""[('Well', 'Gross'), ('Layer', 'Permeability'), ('Bot', 'NetPay'), ('Gross', 'Top'), ('NetPay', 'Porosity'), ('Permeability', 'Gross'), ('Permeability', 'Water Saturation Irreducible'), ('Porosity', 'Permeability')]""]"
