0
"[-731.34, '[Well, Layer, Top, Bot, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Gross]', ""[('Layer', 'Well'), ('Top', 'NetPay'), ('Top', 'Permeability'), ('Saturation', 'Bot'), ('Porosity', 'Well'), ('Permeability', 'Well'), ('Permeability', 'Bot'), ('Permeability', 'NetPay'), ('Permeability', 'Water Saturation Irreducible'), ('Permeability', 'Gross'), ('Water Saturation Irreducible', 'Well'), ('Water Saturation Irreducible', 'NetPay'), ('Gross', 'NetPay')]""]"
"[-694.8, '[Well, Bot, Saturation, Porosity, Permeability, Water Saturation Irreducible, Gross, Layer, NetPay, Top]', ""[('Well', 'Water Saturation Irreducible'), ('Well', 'Top'), ('Bot', 'Top'), ('Saturation', 'Bot'), ('Porosity', 'Permeability'), ('Porosity', 'Water Saturation Irreducible'), ('Water Saturation Irreducible', 'Permeability'), ('Gross', 'Well'), ('Layer', 'Well'), ('NetPay', 'Top')]""]"
"[-724.61, '[Well, Layer, Top, Bot, Gross, Saturation, NetPay, Porosity, Water Saturation Irreducible, Permeability]', ""[('Layer', 'Well'), ('Top', 'Permeability'), ('Gross', 'Top'), ('Porosity', 'NetPay'), ('Water Saturation Irreducible', 'Bot'), ('Permeability', 'Well'), ('Permeability', 'Water Saturation Irreducible')]""]"
"[-650.4, '[Well, Layer, Top, Gross, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Bot]', ""[('Well', 'Gross'), ('Well', 'Permeability'), ('Well', 'Water Saturation Irreducible'), ('Well', 'Bot'), ('Layer', 'Well'), ('Gross', 'Top'), ('Gross', 'NetPay'), ('Saturation', 'Permeability'), ('Porosity', 'Well'), ('Porosity', 'Permeability'), ('Permeability', 'Gross')]""]"
"[-714.81, '[Well, Layer, Top, Bot, Gross, Saturation, NetPay, Porosity, Water Saturation Irreducible, Permeability]', ""[('Well', 'Porosity'), ('Layer', 'Saturation'), ('Bot', 'Top'), ('Gross', 'Top'), ('NetPay', 'Porosity'), ('Porosity', 'Top'), ('Porosity', 'Permeability'), ('Water Saturation Irreducible', 'Gross'), ('Water Saturation Irreducible', 'NetPay'), ('Permeability', 'Bot')]""]"
"[-724.23, '[Well, Layer, Top, Bot, Gross, Saturation, NetPay, Porosity, Water Saturation Irreducible, Permeability]', ""[('Well', 'NetPay'), ('Layer', 'NetPay'), ('Top', 'Permeability'), ('Gross', 'Top'), ('Gross', 'NetPay'), ('Gross', 'Porosity'), ('Saturation', 'Bot'), ('Porosity', 'NetPay'), ('Porosity', 'Water Saturation Irreducible'), ('Porosity', 'Permeability'), ('Water Saturation Irreducible', 'NetPay'), ('Permeability', 'Well'), ('Permeability', 'Bot')]""]"
"[-691.91, '[Well, Layer, Top, Bot, Gross, Saturation, NetPay, Porosity, Water Saturation Irreducible, Permeability]', ""[('Well', 'Bot'), ('Well', 'Permeability'), ('Layer', 'Well'), ('Bot', 'Water Saturation Irreducible'), ('Gross', 'NetPay'), ('Porosity', 'Bot'), ('Porosity', 'Gross'), ('Porosity', 'Permeability'), ('Water Saturation Irreducible', 'NetPay'), ('Permeability', 'Top'), ('Permeability', 'NetPay')]""]"
"[-709.88, '[Well, Layer, Top, Bot, Gross, Saturation, NetPay, Porosity, Water Saturation Irreducible, Permeability]', ""[('Well', 'Bot'), ('Well', 'Gross'), ('Layer', 'Permeability'), ('Bot', 'Gross'), ('Bot', 'Water Saturation Irreducible'), ('NetPay', 'Bot'), ('NetPay', 'Water Saturation Irreducible'), ('Porosity', 'Permeability'), ('Permeability', 'Top')]""]"
"[-675.45, '[Well, Layer, Top, Bot, Gross, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible]', ""[('Well', 'Porosity'), ('Layer', 'Well'), ('Bot', 'Top'), ('Bot', 'Water Saturation Irreducible'), ('Gross', 'Top'), ('Gross', 'NetPay'), ('Permeability', 'NetPay'), ('Water Saturation Irreducible', 'Top')]""]"
"[-715.25, '[Layer, Top, Bot, Gross, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Well]', ""[('Layer', 'Well'), ('Top', 'NetPay'), ('Bot', 'Water Saturation Irreducible'), ('Gross', 'Top'), ('Gross', 'Bot'), ('Gross', 'Permeability'), ('Porosity', 'Permeability'), ('Porosity', 'Water Saturation Irreducible'), ('Porosity', 'Well')]""]"
