0
"[-8498.7, '[Well, Layer, Top, Bot, Gross, Saturation, NetPay, Water Saturation Irreducible, Porosity, Permeability]', ""[('Well', 'Bot'), ('Layer', 'Bot'), ('Layer', 'Water Saturation Irreducible'), ('Layer', 'Porosity'), ('Top', 'Bot'), ('Top', 'Water Saturation Irreducible'), ('Bot', 'Gross'), ('Saturation', 'Layer'), ('NetPay', 'Bot'), ('NetPay', 'Porosity'), ('Water Saturation Irreducible', 'Bot'), ('Water Saturation Irreducible', 'NetPay'), ('Porosity', 'Bot'), ('Porosity', 'Gross'), ('Permeability', 'Water Saturation Irreducible')]""]"
"[-8574.03, '[Well, Layer, Top, Bot, Gross, Saturation, NetPay, Permeability, Water Saturation Irreducible, Porosity]', ""[('Well', 'Porosity'), ('Saturation', 'Layer'), ('Saturation', 'Bot'), ('NetPay', 'Top'), ('NetPay', 'Porosity'), ('Permeability', 'Porosity'), ('Water Saturation Irreducible', 'Gross'), ('Water Saturation Irreducible', 'NetPay'), ('Porosity', 'Bot'), ('Porosity', 'Gross')]""]"
"[-8243.13, '[Well, Top, Bot, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Gross, Layer]', ""[('Well', 'Bot'), ('Well', 'Saturation'), ('Top', 'Bot'), ('NetPay', 'Porosity'), ('Permeability', 'Bot'), ('Permeability', 'Porosity'), ('Water Saturation Irreducible', 'Gross'), ('Gross', 'Bot'), ('Gross', 'Porosity'), ('Layer', 'Bot')]""]"
"[-9346.64, '[Well, Top, Bot, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Gross, Layer]', ""[('Well', 'Permeability'), ('Top', 'Gross'), ('Bot', 'Permeability'), ('Saturation', 'Well'), ('Saturation', 'Porosity'), ('NetPay', 'Bot'), ('NetPay', 'Porosity'), ('NetPay', 'Water Saturation Irreducible'), ('Water Saturation Irreducible', 'Gross'), ('Gross', 'Well'), ('Layer', 'Porosity')]""]"
"[-9579.47, '[Well, Layer, Bot, Gross, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Top]', ""[('Layer', 'Water Saturation Irreducible'), ('Bot', 'Gross'), ('Gross', 'Well'), ('Saturation', 'Well'), ('Saturation', 'Layer'), ('Saturation', 'Permeability'), ('Saturation', 'Water Saturation Irreducible'), ('NetPay', 'Water Saturation Irreducible'), ('Porosity', 'Gross'), ('Permeability', 'NetPay'), ('Permeability', 'Water Saturation Irreducible'), ('Water Saturation Irreducible', 'Well'), ('Top', 'NetPay'), ('Top', 'Water Saturation Irreducible')]""]"
"[-7928.96, '[Well, Layer, Bot, Gross, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Top]', ""[('Well', 'Gross'), ('Well', 'Permeability'), ('Well', 'Top'), ('Layer', 'Porosity'), ('Bot', 'Gross'), ('Gross', 'NetPay'), ('Saturation', 'Layer'), ('Saturation', 'Water Saturation Irreducible'), ('Water Saturation Irreducible', 'Gross')]""]"
"[-8713.09, '[Well, Layer, Top, Bot, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Gross]', ""[('Well', 'Saturation'), ('Layer', 'Water Saturation Irreducible'), ('Bot', 'NetPay'), ('Bot', 'Gross'), ('Saturation', 'Layer'), ('NetPay', 'Top'), ('NetPay', 'Porosity'), ('NetPay', 'Permeability'), ('Water Saturation Irreducible', 'Top'), ('Water Saturation Irreducible', 'Gross'), ('Gross', 'Porosity'), ('Gross', 'Permeability')]""]"
"[-8219.35, '[Well, Layer, Top, Bot, Gross, NetPay, Permeability, Water Saturation Irreducible, Porosity, Saturation]', ""[('Well', 'Permeability'), ('Layer', 'Permeability'), ('Layer', 'Saturation'), ('Top', 'Bot'), ('Top', 'Gross'), ('Bot', 'Porosity'), ('Gross', 'Bot'), ('NetPay', 'Top'), ('Permeability', 'Bot'), ('Permeability', 'NetPay'), ('Water Saturation Irreducible', 'Gross'), ('Saturation', 'NetPay'), ('Saturation', 'Water Saturation Irreducible')]""]"
"[-8614.89, '[Well, Layer, Top, Gross, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Bot]', ""[('Well', 'Porosity'), ('Layer', 'Saturation'), ('Layer', 'Porosity'), ('Top', 'NetPay'), ('Gross', 'Porosity'), ('Saturation', 'Well'), ('NetPay', 'Permeability'), ('NetPay', 'Water Saturation Irreducible'), ('NetPay', 'Bot'), ('Permeability', 'Gross'), ('Permeability', 'Porosity'), ('Water Saturation Irreducible', 'Porosity'), ('Bot', 'Gross')]""]"
"[-7348.17, '[Well, Top, Bot, Gross, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Layer]', ""[('Well', 'Permeability'), ('Top', 'Bot'), ('Bot', 'Gross'), ('Gross', 'NetPay'), ('Saturation', 'Water Saturation Irreducible'), ('Saturation', 'Layer'), ('Layer', 'Porosity'), ('Layer', 'Permeability')]""]"
