0
"[-8672.98, '[Well, Top, Gross, Saturation, NetPay, Permeability, Water Saturation Irreducible, Bot, Layer, Porosity]', ""[('Well', 'Permeability'), ('Top', 'NetPay'), ('Top', 'Porosity'), ('Saturation', 'Layer'), ('Water Saturation Irreducible', 'Gross'), ('Water Saturation Irreducible', 'NetPay'), ('Bot', 'Gross'), ('Porosity', 'Bot')]""]"
"[-8646.48, '[Well, Layer, Top, Bot, Gross, NetPay, Permeability, Water Saturation Irreducible, Porosity, Saturation]', ""[('Well', 'Top'), ('Well', 'NetPay'), ('Well', 'Porosity'), ('Layer', 'Porosity'), ('Bot', 'Gross'), ('Gross', 'NetPay'), ('Gross', 'Porosity'), ('NetPay', 'Top'), ('NetPay', 'Water Saturation Irreducible'), ('Permeability', 'Top'), ('Porosity', 'NetPay'), ('Saturation', 'Water Saturation Irreducible')]""]"
"[-9062.44, '[Well, Layer, Top, Gross, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Bot]', ""[('Well', 'Gross'), ('Layer', 'NetPay'), ('Layer', 'Porosity'), ('Saturation', 'Well'), ('NetPay', 'Porosity'), ('Permeability', 'Top'), ('Permeability', 'NetPay'), ('Water Saturation Irreducible', 'Gross'), ('Bot', 'Gross')]""]"
"[-8624.05, '[Well, Top, Bot, Gross, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Layer]', ""[('Well', 'Water Saturation Irreducible'), ('Top', 'NetPay'), ('Bot', 'Gross'), ('Gross', 'Top'), ('Saturation', 'Water Saturation Irreducible'), ('Porosity', 'Top'), ('Porosity', 'Bot'), ('Porosity', 'Water Saturation Irreducible'), ('Permeability', 'Water Saturation Irreducible'), ('Water Saturation Irreducible', 'Gross'), ('Layer', 'Porosity')]""]"
"[-9130.81, '[Well, Layer, Top, Bot, Gross, Porosity, Permeability, Water Saturation Irreducible, Saturation, NetPay]', ""[('Well', 'Saturation'), ('Layer', 'Porosity'), ('Layer', 'Water Saturation Irreducible'), ('Top', 'NetPay'), ('Bot', 'Gross'), ('Gross', 'Top'), ('Gross', 'Porosity'), ('Gross', 'Water Saturation Irreducible'), ('Permeability', 'Gross'), ('Permeability', 'Porosity'), ('Permeability', 'NetPay'), ('Water Saturation Irreducible', 'Porosity'), ('NetPay', 'Porosity')]""]"
"[-8263.28, '[Well, Layer, Top, Gross, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Bot]', ""[('Well', 'Top'), ('Top', 'NetPay'), ('Gross', 'Permeability'), ('Saturation', 'Layer'), ('NetPay', 'Bot'), ('Porosity', 'Top'), ('Permeability', 'Top'), ('Water Saturation Irreducible', 'Gross'), ('Water Saturation Irreducible', 'NetPay')]""]"
"[-8739.97, '[Well, Bot, Saturation, Porosity, Permeability, Water Saturation Irreducible, Layer, Top, Gross, NetPay]', ""[('Well', 'Saturation'), ('Bot', 'Gross'), ('Porosity', 'Top'), ('Permeability', 'Gross'), ('Layer', 'Porosity'), ('Top', 'NetPay'), ('Gross', 'Porosity'), ('Gross', 'Water Saturation Irreducible'), ('Gross', 'Top'), ('NetPay', 'Water Saturation Irreducible')]""]"
"[-9369.09, '[Well, Layer, Bot, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Top, Gross]', ""[('Well', 'Gross'), ('Layer', 'Water Saturation Irreducible'), ('Layer', 'Gross'), ('Bot', 'Porosity'), ('Saturation', 'Well'), ('Saturation', 'Layer'), ('NetPay', 'Porosity'), ('NetPay', 'Permeability'), ('NetPay', 'Water Saturation Irreducible'), ('Permeability', 'Porosity'), ('Water Saturation Irreducible', 'Top'), ('Gross', 'Bot'), ('Gross', 'Top')]""]"
"[-8677.76, '[Well, Layer, Bot, Gross, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Top]', ""[('Well', 'Permeability'), ('Layer', 'Saturation'), ('Bot', 'Gross'), ('Gross', 'Permeability'), ('NetPay', 'Bot'), ('NetPay', 'Top'), ('Porosity', 'Bot'), ('Water Saturation Irreducible', 'NetPay')]""]"
"[-8626.2, '[Well, Bot, Gross, Saturation, NetPay, Porosity, Water Saturation Irreducible, Layer, Permeability, Top]', ""[('Bot', 'Gross'), ('Saturation', 'Well'), ('Saturation', 'Porosity'), ('Saturation', 'Layer'), ('NetPay', 'Porosity'), ('NetPay', 'Permeability'), ('Porosity', 'Bot'), ('Water Saturation Irreducible', 'Gross'), ('Water Saturation Irreducible', 'NetPay'), ('Layer', 'Water Saturation Irreducible'), ('Top', 'NetPay')]""]"
