0
"[-8986.65, '[Well, Top, Gross, Saturation, NetPay, Permeability, Water Saturation Irreducible, Bot, Layer, Porosity]', ""[('Well', 'Gross'), ('Top', 'NetPay'), ('Saturation', 'Water Saturation Irreducible'), ('Permeability', 'Water Saturation Irreducible'), ('Water Saturation Irreducible', 'Gross'), ('Bot', 'Gross'), ('Bot', 'Water Saturation Irreducible'), ('Layer', 'Water Saturation Irreducible'), ('Porosity', 'Top')]""]"
"[-8606.57, '[Well, Top, Bot, Saturation, Porosity, Permeability, Water Saturation Irreducible, Layer, NetPay, Gross]', ""[('Well', 'Permeability'), ('Top', 'Water Saturation Irreducible'), ('Bot', 'NetPay'), ('Bot', 'Gross'), ('Saturation', 'Top'), ('Saturation', 'Water Saturation Irreducible'), ('Permeability', 'Top'), ('Permeability', 'Water Saturation Irreducible'), ('Permeability', 'NetPay'), ('Water Saturation Irreducible', 'Gross'), ('Layer', 'Porosity')]""]"
"[-8536.94, '[Layer, Top, Gross, Saturation, Porosity, Permeability, Water Saturation Irreducible, Bot, NetPay, Well]', ""[('Layer', 'Saturation'), ('Layer', 'Porosity'), ('Top', 'NetPay'), ('Gross', 'Permeability'), ('Saturation', 'Well'), ('Porosity', 'Top'), ('Porosity', 'Gross'), ('Permeability', 'NetPay'), ('Bot', 'Porosity'), ('NetPay', 'Water Saturation Irreducible')]""]"
"[-8743.75, '[Well, Top, Gross, Saturation, NetPay, Permeability, Water Saturation Irreducible, Porosity, Layer, Bot]', ""[('Well', 'Permeability'), ('Saturation', 'Gross'), ('NetPay', 'Permeability'), ('Water Saturation Irreducible', 'Gross'), ('Porosity', 'Top'), ('Layer', 'Saturation'), ('Layer', 'Water Saturation Irreducible'), ('Bot', 'Gross'), ('Bot', 'NetPay'), ('Bot', 'Porosity')]""]"
"[-8181.83, '[Well, Top, Bot, Gross, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Layer]', ""[('Well', 'Permeability'), ('Bot', 'Gross'), ('Gross', 'NetPay'), ('Gross', 'Porosity'), ('Saturation', 'Water Saturation Irreducible'), ('Porosity', 'Top'), ('Water Saturation Irreducible', 'Gross'), ('Layer', 'NetPay'), ('Layer', 'Porosity')]""]"
"[-9391.37, '[Well, Layer, Top, Bot, NetPay, Porosity, Permeability, Water Saturation Irreducible, Gross, Saturation]', ""[('Well', 'Gross'), ('Well', 'Saturation'), ('Layer', 'Porosity'), ('Layer', 'Gross'), ('Layer', 'Saturation'), ('Bot', 'Porosity'), ('Porosity', 'Top'), ('Porosity', 'NetPay'), ('Permeability', 'Porosity'), ('Water Saturation Irreducible', 'NetPay'), ('Water Saturation Irreducible', 'Porosity'), ('Gross', 'Top'), ('Gross', 'Water Saturation Irreducible'), ('Saturation', 'Water Saturation Irreducible')]""]"
"[-8807.53, '[Well, Layer, Top, Bot, Gross, NetPay, Porosity, Permeability, Saturation, Water Saturation Irreducible]', ""[('Well', 'Saturation'), ('Well', 'Water Saturation Irreducible'), ('Layer', 'NetPay'), ('Layer', 'Porosity'), ('Layer', 'Saturation'), ('Top', 'Porosity'), ('Gross', 'Top'), ('Gross', 'Porosity'), ('Porosity', 'Bot'), ('Porosity', 'NetPay'), ('Permeability', 'Porosity'), ('Water Saturation Irreducible', 'Gross')]""]"
"[-8793.98, '[Well, Layer, Top, Bot, Gross, Saturation, NetPay, Permeability, Porosity, Water Saturation Irreducible]', ""[('Well', 'Permeability'), ('Layer', 'Gross'), ('Bot', 'Gross'), ('Gross', 'Permeability'), ('Gross', 'Porosity'), ('Saturation', 'Layer'), ('Saturation', 'NetPay'), ('Saturation', 'Water Saturation Irreducible'), ('NetPay', 'Top'), ('Permeability', 'Top'), ('Porosity', 'NetPay')]""]"
"[-8224.46, '[Well, Layer, Top, Bot, NetPay, Porosity, Permeability, Gross, Water Saturation Irreducible, Saturation]', ""[('Well', 'Top'), ('Well', 'Permeability'), ('Layer', 'Porosity'), ('Top', 'NetPay'), ('Bot', 'Gross'), ('Porosity', 'Top'), ('Water Saturation Irreducible', 'Gross'), ('Saturation', 'Water Saturation Irreducible')]""]"
"[-8320.55, '[Well, Layer, Top, Bot, Gross, Saturation, Porosity, NetPay, Water Saturation Irreducible, Permeability]', ""[('Well', 'Top'), ('Well', 'Saturation'), ('Well', 'Water Saturation Irreducible'), ('Layer', 'Water Saturation Irreducible'), ('Top', 'NetPay'), ('Bot', 'Gross'), ('Bot', 'Porosity'), ('Saturation', 'Layer'), ('Saturation', 'Water Saturation Irreducible'), ('Saturation', 'Permeability'), ('Porosity', 'Water Saturation Irreducible'), ('Water Saturation Irreducible', 'Top'), ('Water Saturation Irreducible', 'Gross'), ('Permeability', 'Water Saturation Irreducible')]""]"
