0
"[-3879.38, '[Layer, Top, Bot, Gross, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Well]', ""[('Layer', 'Well'), ('Bot', 'NetPay'), ('Gross', 'Porosity'), ('Gross', 'Permeability'), ('Saturation', 'Bot'), ('NetPay', 'Top'), ('NetPay', 'Porosity'), ('NetPay', 'Well'), ('Porosity', 'Permeability'), ('Water Saturation Irreducible', 'Gross'), ('Water Saturation Irreducible', 'Well')]""]"
"[-1468.76, '[Well, Layer, Top, Gross, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Bot]', ""[('Layer', 'Well'), ('Top', 'Permeability'), ('Gross', 'Top'), ('Gross', 'Bot'), ('Porosity', 'NetPay'), ('Porosity', 'Water Saturation Irreducible'), ('Permeability', 'Well'), ('Permeability', 'Water Saturation Irreducible')]""]"
"[-3372.87, '[Well, Layer, Top, Bot, Gross, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible]', ""[('Well', 'Gross'), ('Layer', 'Gross'), ('Layer', 'Saturation'), ('Top', 'Gross'), ('Saturation', 'Bot'), ('NetPay', 'Water Saturation Irreducible'), ('Porosity', 'NetPay'), ('Porosity', 'Water Saturation Irreducible'), ('Permeability', 'Top'), ('Water Saturation Irreducible', 'Permeability')]""]"
"[-3745.14, '[Well, Layer, Top, Bot, Gross, Saturation, NetPay, Porosity, Water Saturation Irreducible, Permeability]', ""[('Layer', 'Well'), ('NetPay', 'Bot'), ('NetPay', 'Permeability'), ('Porosity', 'Well'), ('Porosity', 'Top'), ('Permeability', 'Well'), ('Permeability', 'Top'), ('Permeability', 'Gross'), ('Permeability', 'Water Saturation Irreducible')]""]"
"[-3864.87, '[Well, Layer, Top, Gross, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Bot]', ""[('Well', 'Gross'), ('Layer', 'Well'), ('Gross', 'Top'), ('Porosity', 'Gross'), ('Porosity', 'Permeability'), ('Water Saturation Irreducible', 'Gross'), ('Water Saturation Irreducible', 'NetPay'), ('Bot', 'Water Saturation Irreducible')]""]"
"[-19581.46, '[Well, Layer, Bot, Gross, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Top]', ""[('Layer', 'Permeability'), ('Bot', 'Gross'), ('Bot', 'Water Saturation Irreducible'), ('Gross', 'Well'), ('Gross', 'Porosity'), ('NetPay', 'Well'), ('NetPay', 'Water Saturation Irreducible'), ('Porosity', 'Well'), ('Permeability', 'Bot'), ('Permeability', 'NetPay'), ('Permeability', 'Water Saturation Irreducible'), ('Permeability', 'Top'), ('Top', 'Well')]""]"
"[-4885.25, '[Well, Layer, Top, Bot, Gross, Saturation, NetPay, Water Saturation Irreducible, Permeability, Porosity]', ""[('Well', 'Top'), ('Well', 'Gross'), ('Layer', 'Well'), ('Bot', 'Top'), ('Bot', 'Water Saturation Irreducible'), ('Gross', 'NetPay'), ('Saturation', 'Top'), ('NetPay', 'Permeability'), ('Water Saturation Irreducible', 'Well'), ('Porosity', 'Top'), ('Porosity', 'Gross'), ('Porosity', 'Permeability')]""]"
"[-4265.41, '[Well, Layer, Top, Bot, Gross, Saturation, NetPay, Permeability, Water Saturation Irreducible, Porosity]', ""[('Well', 'Porosity'), ('Layer', 'Well'), ('Layer', 'Permeability'), ('Bot', 'Gross'), ('NetPay', 'Well'), ('NetPay', 'Top'), ('NetPay', 'Porosity'), ('Permeability', 'Well'), ('Water Saturation Irreducible', 'NetPay'), ('Porosity', 'Gross')]""]"
"[-8412.81, '[Well, Layer, Top, Bot, Gross, Saturation, Porosity, Permeability, Water Saturation Irreducible, NetPay]', ""[('Layer', 'Well'), ('Top', 'Well'), ('Bot', 'Top'), ('Bot', 'Permeability'), ('Gross', 'Well'), ('Saturation', 'NetPay'), ('Porosity', 'Permeability'), ('Permeability', 'Top'), ('Permeability', 'Gross'), ('Permeability', 'NetPay'), ('Water Saturation Irreducible', 'Top'), ('NetPay', 'Top'), ('NetPay', 'Water Saturation Irreducible')]""]"
"[-15616.31, '[Well, Layer, Gross, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Top, Bot]', ""[('Well', 'Porosity'), ('Layer', 'Well'), ('Gross', 'Well'), ('Saturation', 'Water Saturation Irreducible'), ('NetPay', 'Permeability'), ('NetPay', 'Bot'), ('Porosity', 'Top'), ('Permeability', 'Well'), ('Permeability', 'Porosity'), ('Water Saturation Irreducible', 'Well'), ('Bot', 'Gross'), ('Bot', 'Water Saturation Irreducible')]""]"
