0
"[-1426.62, '[Well, Layer, Top, Bot, Gross, Saturation, NetPay, Permeability, Water Saturation Irreducible, Porosity]', ""[('Layer', 'Well'), ('Bot', 'Top'), ('Bot', 'Permeability'), ('Gross', 'Porosity'), ('Saturation', 'Porosity'), ('NetPay', 'Water Saturation Irreducible'), ('Permeability', 'Top'), ('Water Saturation Irreducible', 'Well'), ('Porosity', 'NetPay')]""]"
"[-931.81, '[Well, Layer, Bot, Gross, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Top]', ""[('Well', 'Top'), ('Layer', 'Well'), ('Bot', 'Water Saturation Irreducible'), ('Porosity', 'NetPay'), ('Permeability', 'Bot'), ('Water Saturation Irreducible', 'Gross')]""]"
"[-3662.72, '[Layer, Top, Bot, Gross, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Well]', ""[('Layer', 'Well'), ('Bot', 'Water Saturation Irreducible'), ('Bot', 'Well'), ('NetPay', 'Porosity'), ('Porosity', 'Well'), ('Permeability', 'Top'), ('Permeability', 'NetPay'), ('Well', 'Gross'), ('Well', 'Saturation')]""]"
"[-15111.86, '[Well, Layer, Bot, Gross, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Top]', ""[('Layer', 'Well'), ('Gross', 'Permeability'), ('NetPay', 'Water Saturation Irreducible'), ('Porosity', 'Well'), ('Porosity', 'NetPay'), ('Permeability', 'Well'), ('Permeability', 'Bot'), ('Permeability', 'Top'), ('Water Saturation Irreducible', 'Well'), ('Water Saturation Irreducible', 'Gross')]""]"
"[-4052.11, '[Well, Layer, Top, Bot, Gross, Saturation, Porosity, Permeability, Water Saturation Irreducible, NetPay]', ""[('Well', 'Permeability'), ('Well', 'Water Saturation Irreducible'), ('Bot', 'Water Saturation Irreducible'), ('Saturation', 'Layer'), ('Saturation', 'Water Saturation Irreducible'), ('Porosity', 'Gross'), ('Permeability', 'Bot'), ('Permeability', 'Water Saturation Irreducible'), ('Permeability', 'NetPay'), ('Water Saturation Irreducible', 'Gross'), ('NetPay', 'Top')]""]"
"[-38922.12, '[Well, Top, Bot, Gross, Saturation, Porosity, Permeability, Water Saturation Irreducible, NetPay, Layer]', ""[('Well', 'Saturation'), ('Bot', 'Well'), ('Bot', 'Top'), ('Gross', 'Well'), ('Gross', 'Top'), ('Gross', 'Porosity'), ('Porosity', 'Top'), ('Permeability', 'Bot'), ('Permeability', 'Gross'), ('Water Saturation Irreducible', 'Top'), ('Water Saturation Irreducible', 'NetPay'), ('NetPay', 'Well'), ('NetPay', 'Top'), ('Layer', 'Well')]""]"
"[-2261.75, '[Well, Layer, Top, Gross, Saturation, Porosity, Permeability, Water Saturation Irreducible, NetPay, Bot]', ""[('Well', 'Water Saturation Irreducible'), ('Layer', 'Well'), ('Top', 'NetPay'), ('Gross', 'NetPay'), ('Porosity', 'Permeability'), ('Porosity', 'NetPay'), ('Water Saturation Irreducible', 'Gross'), ('Bot', 'Water Saturation Irreducible')]""]"
"[-966.73, '[Layer, Top, Bot, Gross, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Well]', ""[('Layer', 'Well'), ('Bot', 'Water Saturation Irreducible'), ('Gross', 'Bot'), ('Gross', 'NetPay'), ('Gross', 'Permeability'), ('NetPay', 'Top'), ('Porosity', 'Permeability')]""]"
"[-4603.14, '[Well, Layer, Top, Bot, Gross, Saturation, Porosity, Permeability, Water Saturation Irreducible, NetPay]', ""[('Layer', 'Well'), ('Top', 'NetPay'), ('Gross', 'Bot'), ('Gross', 'Water Saturation Irreducible'), ('Gross', 'NetPay'), ('Porosity', 'NetPay'), ('Permeability', 'Well'), ('Permeability', 'Gross'), ('NetPay', 'Well'), ('NetPay', 'Water Saturation Irreducible')]""]"
"[-18796.32, '[Well, Layer, Top, Bot, Gross, Saturation, Porosity, Permeability, Water Saturation Irreducible, NetPay]', ""[('Top', 'Gross'), ('Top', 'Permeability'), ('Bot', 'Well'), ('Saturation', 'Layer'), ('Saturation', 'Permeability'), ('Porosity', 'Well'), ('Porosity', 'Permeability'), ('Porosity', 'NetPay'), ('Permeability', 'Well'), ('Water Saturation Irreducible', 'Well'), ('NetPay', 'Top'), ('NetPay', 'Water Saturation Irreducible')]""]"
