0
"[-5925.33, '[Well, Layer, Top, Bot, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Gross]', ""[('Layer', 'NetPay'), ('Top', 'Water Saturation Irreducible'), ('Bot', 'NetPay'), ('Bot', 'Water Saturation Irreducible'), ('NetPay', 'Top'), ('Porosity', 'Well'), ('Porosity', 'NetPay'), ('Porosity', 'Water Saturation Irreducible'), ('Permeability', 'Bot'), ('Water Saturation Irreducible', 'Well'), ('Gross', 'Well'), ('Gross', 'Porosity'), ('Gross', 'Permeability')]""]"
"[-16146.07, '[Well, Layer, Top, Bot, Gross, Saturation, Porosity, Permeability, Water Saturation Irreducible, NetPay]', ""[('Well', 'Water Saturation Irreducible'), ('Layer', 'Well'), ('Top', 'Water Saturation Irreducible'), ('Bot', 'Gross'), ('Bot', 'NetPay'), ('Gross', 'Porosity'), ('Porosity', 'Water Saturation Irreducible'), ('Permeability', 'Top'), ('Permeability', 'Water Saturation Irreducible'), ('NetPay', 'Permeability')]""]"
"[-2715.26, '[Well, Layer, Top, Bot, Gross, Saturation, Porosity, Permeability, Water Saturation Irreducible, NetPay]', ""[('Well', 'Gross'), ('Layer', 'Well'), ('Layer', 'Saturation'), ('Gross', 'NetPay'), ('Porosity', 'Bot'), ('Porosity', 'NetPay'), ('Permeability', 'Well'), ('Permeability', 'Gross'), ('Water Saturation Irreducible', 'Top'), ('Water Saturation Irreducible', 'Permeability'), ('Water Saturation Irreducible', 'NetPay')]""]"
"[-3725.02, '[Well, Layer, Top, Bot, Gross, Saturation, NetPay, Porosity, Water Saturation Irreducible, Permeability]', ""[('Well', 'NetPay'), ('Well', 'Permeability'), ('Layer', 'Well'), ('Bot', 'Water Saturation Irreducible'), ('Gross', 'Porosity'), ('Saturation', 'Well'), ('NetPay', 'Top'), ('Porosity', 'Well'), ('Water Saturation Irreducible', 'Well')]""]"
"[-62936.97, '[Well, Layer, Top, Bot, Gross, Saturation, NetPay, Porosity, Water Saturation Irreducible, Permeability]', ""[('Well', 'Top'), ('Layer', 'Top'), ('Top', 'NetPay'), ('Bot', 'Top'), ('Gross', 'Top'), ('Gross', 'NetPay'), ('NetPay', 'Permeability'), ('Porosity', 'Top'), ('Water Saturation Irreducible', 'Well'), ('Water Saturation Irreducible', 'Gross'), ('Water Saturation Irreducible', 'NetPay')]""]"
"[-1668.05, '[Well, Layer, Top, Bot, Gross, Saturation, NetPay, Porosity, Water Saturation Irreducible, Permeability]', ""[('Well', 'Gross'), ('Well', 'Permeability'), ('Bot', 'Top'), ('Bot', 'NetPay'), ('Gross', 'Bot'), ('Saturation', 'Layer'), ('NetPay', 'Top'), ('Porosity', 'Permeability'), ('Water Saturation Irreducible', 'Bot')]""]"
"[-1738.85, '[Layer, Top, Bot, Gross, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Well]', ""[('Layer', 'Well'), ('Top', 'NetPay'), ('Bot', 'Water Saturation Irreducible'), ('Gross', 'NetPay'), ('Porosity', 'Gross'), ('Permeability', 'Top'), ('Water Saturation Irreducible', 'NetPay')]""]"
"[-1085.21, '[Well, Layer, Top, Bot, Gross, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible]', ""[('Well', 'Gross'), ('Layer', 'Well'), ('Bot', 'Water Saturation Irreducible'), ('Gross', 'Porosity'), ('Porosity', 'Water Saturation Irreducible'), ('Permeability', 'Top'), ('Permeability', 'NetPay')]""]"
"[-4271.4, '[Well, Layer, Top, Bot, Gross, Saturation, NetPay, Permeability, Water Saturation Irreducible, Porosity]', ""[('Well', 'Porosity'), ('Layer', 'Well'), ('Layer', 'Saturation'), ('Top', 'Porosity'), ('Bot', 'NetPay'), ('Gross', 'Permeability'), ('Saturation', 'Well'), ('NetPay', 'Well'), ('Permeability', 'Top'), ('Permeability', 'NetPay'), ('Water Saturation Irreducible', 'Well'), ('Water Saturation Irreducible', 'Gross')]""]"
"[-3636.79, '[Well, Layer, Bot, Gross, Saturation, NetPay, Porosity, Permeability, Top, Water Saturation Irreducible]', ""[('Layer', 'Well'), ('Bot', 'Permeability'), ('Gross', 'Well'), ('Gross', 'Bot'), ('Gross', 'Porosity'), ('Saturation', 'Bot'), ('NetPay', 'Top'), ('Porosity', 'Well'), ('Permeability', 'NetPay'), ('Water Saturation Irreducible', 'Gross')]""]"
