0
"[-7836.47, '[Well, Layer, Top, Bot, Gross, Saturation, Permeability, Water Saturation Irreducible, NetPay, Porosity]', ""[('Top', 'NetPay'), ('Top', 'Porosity'), ('Bot', 'Gross'), ('Gross', 'Porosity'), ('Saturation', 'Well'), ('Saturation', 'Layer'), ('Saturation', 'Permeability'), ('Permeability', 'Gross'), ('Water Saturation Irreducible', 'NetPay')]""]"
"[-7255.58, '[Well, Layer, Top, Bot, Gross, NetPay, Porosity, Permeability, Water Saturation Irreducible, Saturation]', ""[('Well', 'Top'), ('Top', 'NetPay'), ('Bot', 'Gross'), ('Bot', 'Porosity'), ('Gross', 'Water Saturation Irreducible'), ('NetPay', 'Bot'), ('Porosity', 'Gross'), ('Permeability', 'Porosity'), ('Saturation', 'Well'), ('Saturation', 'Layer')]""]"
"[-7795.53, '[Well, Layer, Bot, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Gross, Top]', ""[('Well', 'Bot'), ('Well', 'Porosity'), ('Layer', 'Bot'), ('Layer', 'Gross'), ('Bot', 'NetPay'), ('Bot', 'Porosity'), ('Saturation', 'Gross'), ('Permeability', 'Porosity'), ('Permeability', 'Water Saturation Irreducible'), ('Water Saturation Irreducible', 'Bot'), ('Gross', 'Well'), ('Gross', 'Bot'), ('Top', 'Bot')]""]"
"[-7019.32, '[Well, Top, Bot, Gross, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Layer]', ""[('Well', 'Bot'), ('Top', 'Bot'), ('Bot', 'Porosity'), ('Saturation', 'Water Saturation Irreducible'), ('Saturation', 'Layer'), ('NetPay', 'Top'), ('Permeability', 'NetPay'), ('Water Saturation Irreducible', 'NetPay'), ('Layer', 'Gross')]""]"
"[-7677.89, '[Well, Layer, Top, Bot, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Gross]', ""[('Well', 'Saturation'), ('Top', 'Permeability'), ('Top', 'Water Saturation Irreducible'), ('Bot', 'Porosity'), ('Saturation', 'Layer'), ('Saturation', 'Water Saturation Irreducible'), ('Porosity', 'NetPay'), ('Porosity', 'Permeability'), ('Water Saturation Irreducible', 'NetPay'), ('Water Saturation Irreducible', 'Gross')]""]"
"[-8470.22, '[Top, Bot, Gross, Saturation, NetPay, Porosity, Water Saturation Irreducible, Permeability, Well, Layer]', ""[('Top', 'Porosity'), ('Bot', 'Gross'), ('Bot', 'Porosity'), ('Gross', 'Well'), ('Saturation', 'Gross'), ('NetPay', 'Bot'), ('NetPay', 'Well'), ('Water Saturation Irreducible', 'Bot'), ('Water Saturation Irreducible', 'Gross'), ('Permeability', 'Water Saturation Irreducible'), ('Well', 'Porosity'), ('Layer', 'Well')]""]"
"[-7594.93, '[Well, Layer, Top, Bot, Gross, Saturation, Porosity, Permeability, Water Saturation Irreducible, NetPay]', ""[('Well', 'NetPay'), ('Layer', 'Gross'), ('Top', 'Water Saturation Irreducible'), ('Bot', 'Porosity'), ('Bot', 'NetPay'), ('Gross', 'Bot'), ('Gross', 'Porosity'), ('Gross', 'Permeability'), ('Gross', 'NetPay'), ('Saturation', 'Gross'), ('Saturation', 'Porosity'), ('Porosity', 'Permeability'), ('NetPay', 'Top')]""]"
"[-7553.34, '[Well, Layer, Top, Bot, Gross, Saturation, NetPay, Permeability, Water Saturation Irreducible, Porosity]', ""[('Well', 'Top'), ('Well', 'Gross'), ('Bot', 'Porosity'), ('Saturation', 'Well'), ('Saturation', 'Layer'), ('NetPay', 'Top'), ('NetPay', 'Water Saturation Irreducible'), ('Permeability', 'Water Saturation Irreducible')]""]"
"[-7910.72, '[Layer, Top, Bot, Gross, Saturation, NetPay, Porosity, Permeability, Water Saturation Irreducible, Well]', ""[('Layer', 'Permeability'), ('Layer', 'Water Saturation Irreducible'), ('Top', 'Gross'), ('Top', 'NetPay'), ('Bot', 'Porosity'), ('Bot', 'Permeability'), ('Saturation', 'Gross'), ('Porosity', 'Top'), ('Permeability', 'Porosity'), ('Water Saturation Irreducible', 'Porosity'), ('Well', 'Porosity')]""]"
"[-7751.52, '[Well, Layer, Bot, Gross, NetPay, Porosity, Permeability, Water Saturation Irreducible, Top, Saturation]', ""[('Layer', 'Gross'), ('Gross', 'Water Saturation Irreducible'), ('Gross', 'Top'), ('NetPay', 'Bot'), ('Porosity', 'Top'), ('Water Saturation Irreducible', 'NetPay'), ('Top', 'Water Saturation Irreducible'), ('Saturation', 'Well'), ('Saturation', 'Gross'), ('Saturation', 'Porosity'), ('Saturation', 'Permeability')]""]"
